Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0819.1,CLOCK,0.09,0,0,2874,0.2,Down,73105,0.543001661046964,10,0,13159,1462,Down,0.614895549441702,-3.780956783680272,-1.222721278196976,-0.211198650328103
MA0079.4,SP1,0.15,0,0,1499,0.1,Down,71875,0.612906250008517,10,0,13159,1216,Down,0.6137451472618,-3.913806935890123,-0.957020973777276,-0.212011928719491
MA1581.1,ZBTB6,0.15,0,0,6815,0.5,Down,90830,0.037231720552745,10,0,13159,5007,Down,0.016966775173211,-2.893129838009302,-2.998375169538917,-1.770400694957978
MA1579.1,ZBTB26,0.02,13,1.3,3552,0.3,Up,107623.5,5.002251697648896E-4,10,8,13159,3051,Up,2.389465738878915E-4,-1.206684380197472,1.803659597338102,3.62169919218755
MA0076.2,ELK4,0.12,2,0.2,6371,0.5,Down,79990,0.237525170953557,10,1,13159,4422,Down,0.180138979449161,-2.190262774209849,-1.234184295695511,-0.744392302016672
MA0139.1,CTCF,0.15,0,0,1366,0.1,Down,71970,0.607367710279723,10,0,13159,1235,Down,0.613288333748213,-3.902627590694945,-0.979379664167631,-0.212335296582627
MA0686.1,SPDEF,0.14,0,0,1496,0.1,Down,72285,0.589165107893877,10,0,13159,1298,Down,0.612475204139032,-3.866752089020133,-1.051130667517254,-0.212911488879468
MA1105.2,GRHL2,0.12,3,0.3,4723,0.4,Down,70989.5,0.665563309892838,10,2,13159,3910,Down,0.733125256135911,-1.9105345067873,-0.319709642208197,-0.134821818808572
MA0494.1,Nr1h3::Rxra,0.14,0,0,691,0.1,Down,68870,0.798045741202365,10,0,13159,615,Down,0.999999999994681,-4.405259715117109,0.025884584676696,0.00000000000231
MA0071.1,RORA,0.12,1,0.1,9271,0.7,Down,91870.5,0.030022291172281,10,1,13159,6315,Down,0.022463241161784,-1.933245367104291,-1.748219109906626,-1.648527580348741
MA0596.1,SREBF2,0.15,1,0.1,11193,0.9,Down,96883,0.009684463993811,10,1,13159,7249,Down,0.006996080432686,-1.833753097924319,-1.947203648266572,-2.155145206158614
MA0671.1,NFIX,0.1,46,4.6,94429,7.2,Down,92174,0.028159937810711,10,9,13159,12910,Down,0.174471115076416,-0.085974854532056,-0.116830109606238,-0.758276463268043
MA0595.1,SREBF1,0.15,1,0.1,11963,0.9,Down,96733,0.010040980672314,10,1,13159,7196,Down,0.007157843606925,-1.839046132691188,-1.936617578732832,-2.145217794824425
MA0145.2,Tcfcp2l1,0.08,0,0,2152,0.2,Down,74770,0.455167228433606,10,0,13159,1795,Down,0.376363942602527,-3.632982269527008,-1.518670306503505,-0.424391990661512
MA0833.2,ATF4,0.04,5,0.5,372,0,Up,96855,0.009750144532027,10,5,13159,363,Up,3.723374310412919E-6,-3.055445652080891,4.245119695878857,5.429063302010063
MA0628.1,POU6F1,0.02,2,0.2,6834,0.5,Down,73430.5,0.525189925785331,10,1,13159,2793,Down,0.699254765161111,-2.521656935521745,-0.571395973071719,-0.155364565391008
MA0442.2,SOX10,0.01,13,1.3,3557,0.3,Up,112461,1.03101665944183E-4,10,9,13159,3042,Up,1.509268481135317E-5,-1.128582707836999,1.968385597003648,4.821233497464918
MA0820.1,FIGLA,0.14,16,1.6,37967,2.9,Down,87245,0.074277739329242,10,6,13159,11315,Down,0.040210395423487,-0.454841022196946,-0.474073364881444,-1.395661656084007
MA0670.1,NFIA,0.01,3,0.3,8949,0.7,Down,80651,0.21638481931378,10,3,13159,6303,Down,0.347958124204452,-1.323421083348595,-0.523082834745123,-0.458473019045462
MA0004.1,Arnt,0.1,12,1.2,8613,0.7,Up,91520,0.032303860511114,10,8,13159,4988,Up,0.008488228201761,-0.852140638151257,1.094572113245673,2.071182953160278
MA1466.1,ATF6,0.15,0,0,234,0,Down,66920,0.925416128466536,10,0,13159,225,Down,0.999999999983551,-5.129575426731647,1.474516007905773,0.000000000007144
MA0488.1,JUN,0.04,4,0.4,154,0,Up,91391,0.033180202223912,10,4,13159,138,Up,2.587786887908264E-6,-3.896233654613587,5.347682466554279,5.587071491997306
MA0741.1,KLF16,0.15,0,0,21264,1.6,Down,98250,0.006920463816995,10,0,13159,6491,Down,0.001964160178001,-2.705899154873105,-3.372836535811311,-2.706823098226643
MA0077.1,SOX9,0.08,3,0.3,11647,0.9,Down,86886,0.079254923462925,10,3,13159,7268,Down,0.123407382581673,-1.22066880202215,-0.728587397398013,-0.908658858790797
MA0608.1,Creb3l2,0.14,10,1,5469,0.4,Up,94763.5,0.015929419594306,10,7,13159,2845,Up,0.001425009591225,-1.347388708488762,1.72392376263704,2.846182212566269
MA1127.1,FOSB,0.06,0,0,254,0,Down,66525,0.951562447202987,10,0,13159,146,Down,0.99999999997866,-5.440688811148213,2.096742776738906,0.000000000009268
MA0752.1,ZNF410,0.07,0,0,5,0,Down,65820,0.998340160677709,10,0,13159,5,Down,0.999999999982078,-7.808351429040688,6.832068012523857,0.000000000007783
MA1566.1,TBX3,0.05,2,0.2,10362,0.8,Down,89400,0.049504496307406,10,2,13159,6845,Down,0.056695961060052,-1.506633088202707,-1.127512479377381,-1.246447878528789
MA0607.1,Bhlha15,0.15,4,0.4,47425,3.6,Down,113765,6.5606119062811E-5,10,2,13159,10886,Down,2.586951044292477E-5,-1.171976899423447,-1.796824856935903,-4.587211789835759
MA0657.1,KLF13,0.03,0,0,1,0,Down,65800,0.999668031905679,10,0,13159,1,Down,0.999999999983002,-8.745585987998759,8.706537130439997,0.000000000007382
MA0624.1,NFATC1,0.01,1,0.1,15449,1.2,Down,105229.5,0.001032835780799,10,1,13159,8767,Down,3.618191163731884E-4,-1.696611082928672,-2.221487678257866,-3.441508491328974
MA0839.1,CREB3L1,0.11,1,0.1,133,0,Up,71714,0.622343161623418,10,1,13159,132,Up,0.09655775766359,-4.720661713273478,3.826613582431748,1.015212828304628
MA1643.1,NFIB,0.06,0,0,8,0,Down,65830,0.997676226557829,10,0,13159,7,Down,0.999999999970023,-7.584621940555078,6.384609035552636,0.000000000013019
MA1151.1,RORC,0.15,4,0.4,12263,0.9,Down,83894,0.132053019742262,10,4,13159,7579,Down,0.340688179764394,-1.009161254968626,-0.426462332735643,-0.467642934093263
MA0160.1,NR4A2,0.15,7,0.7,36526,2.8,Down,111206.5,1.575956530778244E-4,10,5,13159,11913,Down,0.001286078100871,-0.538196580908095,-0.789378446466736,-2.890732656802555
MA0598.3,EHF,0.15,6,0.6,19155,1.5,Down,91235,0.034267071149327,10,4,13159,9612,Down,0.028570031688339,-0.837756748769905,-0.769271345133086,-1.544089277920956
MA1493.1,HES6,0,0,0,12,0,Down,65850,0.99634836360489,10,0,13159,11,Down,0.999999999982881,-7.27628626033083,5.767937675104141,0.000000000007435
