chr	start	end	name	class	activity_base	TargetGene	TargetGeneTSS	TargetGeneExpression	TargetGenePromoterActivityQuantile	TargetGeneIsExpressed	distance	isSelfPromoter	powerlaw_contact	powerlaw_contact_reference	hic_contact	hic_contact_pl_scaled	hic_pseudocount	hic_contact_pl_scaled_adj	ABC.Score.Numerator	ABC.Score	powerlaw.Score.Numerator	powerlaw.Score	CellType	geneType	newID3
scaffold-ma3	4791441	4791828	genic|scaffold-ma3:4791441-4791828	genic	4.068234	crovir-transcript-4815	4699524	188.717029	0.193782	TRUE	92110.5	FALSE	0.009787	0.009787	0.011839	0.011839	0.001229	0.013068	0.053165	0.057445	0.039818	0.018562	NA	NonVenom	NA
scaffold-ma3	4800985	4801292	genic|scaffold-ma3:4800985-4801292	genic	4.751725	crovir-transcript-4820	4810820	24.188332	0.576608	TRUE	9681.5	FALSE	0.069472	0.069472	0.013792	0.013792	0.001229	0.015021	0.071375	0.096048	0.330114	0.216494	NA	NonVenom	NA
scaffold-ma3	4805608	4805695	intergenic|scaffold-ma3:4805608-4805695	intergenic	0.539736	crovir-transcript-4820	4810820	24.188332	0.576608	TRUE	5168.5	FALSE	0.119928	0.119928	0.083347	0.083347	0.001229	0.084576	0.045649	0.061429	0.06473	0.042451	NA	NonVenom	NA
scaffold-ma3	6177318	6178097	intergenic|scaffold-ma3:6177318-6178097	intergenic	11.026803	crovir-transcript-4827	5535532	22.302522	0.76547	TRUE	642175.5	FALSE	0.001807	0.001807	0.003829	0.003829	0.001229	0.005058	0.055776	0.057517	0.019926	0.015545	NA	NonVenom	NA
scaffold-ma3	6177318	6178097	intergenic|scaffold-ma3:6177318-6178097	intergenic	11.026803	crovir-transcript-4830	6191598	36.109703	0.706443	TRUE	13890.5	FALSE	0.050749	0.050749	0.02288	0.02288	0.001229	0.02411	0.265851	0.150264	0.559602	0.166702	NA	NonVenom	NA
scaffold-ma3	6210281	6210714	intergenic|scaffold-ma3:6210281-6210714	intergenic	5.161138	crovir-transcript-4830	6191598	36.109703	0.706443	TRUE	18899.5	FALSE	0.038823	0.038823	0.03335	0.03335	0.001229	0.034579	0.178468	0.100873	0.200371	0.059689	NA	NonVenom	NA
scaffold-ma3	6213125	6213628	intergenic|scaffold-ma3:6213125-6213628	intergenic	6.059718	crovir-transcript-4830	6191598	36.109703	0.706443	TRUE	21778.5	FALSE	0.034318	0.034318	0.03335	0.03335	0.001229	0.034579	0.20954	0.118436	0.207956	0.061949	NA	NonVenom	NA
scaffold-ma3	6326378	6326653	genic|scaffold-ma3:6326378-6326653	genic	2.04459	crovir-transcript-4831	6328021	88.427739	0.916135	TRUE	1505.5	FALSE	0.123436	0.123436	0.096992	0.096992	0.001229	0.098221	0.200821	0.066455	0.252376	0.066987	NA	NonVenom	NA
scaffold-ma3	6327292	6327434	genic|scaffold-ma3:6327292-6327434	genic	3.123454	crovir-transcript-4831	6328021	88.427739	0.916135	TRUE	658	FALSE	0.123436	0.123436	0.096992	0.096992	0.001229	0.098221	0.306788	0.101522	0.385547	0.102334	NA	NonVenom	NA
scaffold-ma3	6330071	6330518	intergenic|scaffold-ma3:6330071-6330518	intergenic	6.04038	crovir-transcript-4831	6328021	88.427739	0.916135	TRUE	2273.5	FALSE	0.123436	0.123436	0.096992	0.096992	0.001229	0.098221	0.59329	0.196331	0.745601	0.197901	NA	NonVenom	NA
scaffold-ma3	6333283	6333701	intergenic|scaffold-ma3:6333283-6333701	intergenic	1.704668	crovir-transcript-4831	6328021	88.427739	0.916135	TRUE	5471	FALSE	0.114139	0.114139	0.096992	0.096992	0.001229	0.098221	0.167434	0.055407	0.194569	0.051643	NA	NonVenom	NA
scaffold-ma3	6831829	6832413	intergenic|scaffold-ma3:6831829-6832413	intergenic	5.081124	crovir-transcript-4832	6837888	22.260209	0.598682	TRUE	5767	FALSE	0.109026	0.109026	0.055921	0.055921	0.001229	0.05715	0.290387	0.256846	0.553974	0.335123	NA	NonVenom	NA
scaffold-ma3	7207306	7207647	intergenic|scaffold-ma3:7207306-7207647	intergenic	3.7149200000000002	crovir-transcript-4834	7210667	15.000754	0.734074	TRUE	3190.5	FALSE	0.123436	0.123436	0.096384	0.096384	0.001229	0.097613	0.362625	0.185951	0.458555	0.156359	NA	NonVenom	NA
scaffold-ma3	7211543	7211824	intergenic|scaffold-ma3:7211543-7211824	intergenic	2.893118	crovir-transcript-4834	7210667	15.000754	0.734074	TRUE	1016.5	FALSE	0.123436	0.123436	0.096384	0.096384	0.001229	0.097613	0.282406	0.144816	0.357115	0.12177	NA	NonVenom	NA
scaffold-ma3	7214893	7215022	intergenic|scaffold-ma3:7214893-7215022	intergenic	1.123604	crovir-transcript-4834	7210667	15.000754	0.734074	TRUE	4290.5	FALSE	0.123436	0.123436	0.096384	0.096384	0.001229	0.097613	0.109679	0.056242	0.138693	0.047292	NA	NonVenom	NA
scaffold-ma3	7235175	7235668	genic|scaffold-ma3:7235175-7235668	genic	12.80604	crovir-transcript-4838	7462111	10.093627	0.091152	TRUE	226689.5	FALSE	0.004471	0.004471	0.005043	0.005043	0.001229	0.006272	0.080324	0.071518	0.057254	0.030667	NA	NonVenom	NA
scaffold-ma3	7460066	7460696	intergenic|scaffold-ma3:7460066-7460696	intergenic	1.946139	crovir-transcript-4838	7462111	10.093627	0.091152	TRUE	1730	FALSE	0.123436	0.123436	0.07083	0.07083	0.001229	0.072059	0.140237	0.124862	0.240224	0.128672	NA	NonVenom	NA
scaffold-ma3	7634521	7635067	intergenic|scaffold-ma3:7634521-7635067	intergenic	4.616655	crovir-transcript-4840	7761041	16.907187	0.57509	TRUE	126247	FALSE	0.0074400000000000004	0.0074400000000000004	0.015304	0.015304	0.001229	0.016533	0.076329	0.059795	0.034347	0.016604	NA	NonVenom	NA
scaffold-ma3	7759502	7759989	intergenic|scaffold-ma3:7759502-7759989	intergenic	2.30931	crovir-transcript-4840	7761041	16.907187	0.57509	TRUE	1295.5	FALSE	0.123436	0.123436	0.045886	0.045886	0.001229	0.047115	0.108802	0.085235	0.285052	0.137803	NA	NonVenom	NA
scaffold-ma3	7820661	7821064	intergenic|scaffold-ma3:7820661-7821064	intergenic	5.974768	crovir-transcript-4849	7806915	193.82842	0.694966	TRUE	13947.5	FALSE	0.050569	0.050569	0.029612	0.029612	0.001229	0.030842	0.184271	0.122704	0.302137	0.123096	NA	NonVenom	NA
scaffold-ma3	7837138	7837262	genic|scaffold-ma3:7837138-7837262	genic	1.719606	crovir-transcript-4847	7838136	34.74169	0.951722	TRUE	936	FALSE	0.123436	0.123436	0.074493	0.074493	0.001229	0.075722	0.130212	0.051349	0.212261	0.054043	NA	NonVenom	NA
scaffold-ma3	8024934	8025225	intergenic|scaffold-ma3:8024934-8025225	intergenic	1.751898	crovir-transcript-4844	8028445	96.876415	0.817149	TRUE	3365.5	FALSE	0.123436	0.123436	0.087188	0.087188	0.001229	0.088417	0.154897	0.077575	0.216247	0.097953	NA	NonVenom	NA
scaffold-ma3	8184137	8184598	intergenic|scaffold-ma3:8184137-8184598	intergenic	5.446871	crovir-transcript-4860	8174894	20.410862	0.617052	TRUE	9473.5	FALSE	0.070797	0.070797	0.012119	0.012119	0.001229	0.013348	0.072706	0.074444	0.385624	0.17697	NA	NonVenom	NA
scaffold-ma3	8472676	8472870	intergenic|scaffold-ma3:8472676-8472870	intergenic	2.425617	crovir-transcript-4863	8475961	148.664186	0.758669	TRUE	3188	FALSE	0.123436	0.123436	0.045774	0.045774	0.001229	0.047003	0.114011	0.073166	0.299409	0.113979	NA	NonVenom	NA
scaffold-ma3	8476878	8477114	genic|scaffold-ma3:8476878-8477114	genic	1.85509	crovir-transcript-4863	8475961	148.664186	0.758669	TRUE	1035	FALSE	0.123436	0.123436	0.058736	0.058736	0.001229	0.059965	0.111241	0.071389	0.228985	0.08717	NA	NonVenom	NA
scaffold-ma3	8480053	8480462	genic|scaffold-ma3:8480053-8480462	genic	5.007624	crovir-transcript-4863	8475961	148.664186	0.758669	TRUE	4296.5	FALSE	0.123436	0.123436	0.058736	0.058736	0.001229	0.059965	0.300284	0.192707	0.618121	0.235306	NA	NonVenom	NA
scaffold-ma3	9275196	9275598	intergenic|scaffold-ma3:9275196-9275598	intergenic	3.188971	crovir-transcript-4869	9282323	241.79735	0.757029	TRUE	6926	FALSE	0.092971	0.092971	0.081462	0.081462	0.001229	0.082691	0.2637	0.143091	0.296482	0.111725	NA	NonVenom	NA
scaffold-ma3	9278369	9278605	intergenic|scaffold-ma3:9278369-9278605	intergenic	1.563004	crovir-transcript-4869	9282323	241.79735	0.757029	TRUE	3836	FALSE	0.123436	0.123436	0.081462	0.081462	0.001229	0.082691	0.129247	0.070133	0.192931	0.072703	NA	NonVenom	NA
scaffold-ma3	9280257	9280658	intergenic|scaffold-ma3:9280257-9280658	intergenic	3.918658	crovir-transcript-4869	9282323	241.79735	0.757029	TRUE	1865.5	FALSE	0.123436	0.123436	0.081462	0.081462	0.001229	0.082691	0.324038	0.175832	0.483704	0.182276	NA	NonVenom	NA
scaffold-ma3	9299838	9300311	genic|scaffold-ma3:9299838-9300311	genic	8.660022	crovir-transcript-4869	9282323	241.79735	0.757029	TRUE	17751.5	FALSE	0.040998	0.040998	0.01469	0.01469	0.001229	0.015919	0.137861	0.074807	0.355046	0.133794	NA	NonVenom	NA
scaffold-ma3	9342879	9343052	genic|scaffold-ma3:9342879-9343052	genic	1.535489	crovir-transcript-4868	9343925	63.779474	0.537317	TRUE	959.5	FALSE	0.123436	0.123436	0.075905	0.075905	0.001229	0.077135	0.118439	0.124165	0.189535	0.125514	NA	NonVenom	NA
scaffold-ma3	9578953	9579117	intergenic|scaffold-ma3:9578953-9579117	intergenic	1.797281	crovir-transcript-4874	9580084	11.88567	0.416834	TRUE	1049	FALSE	0.123436	0.123436	0.060533000000000003	0.060533000000000003	0.001229	0.061763	0.111005	0.094268	0.221849	0.106489	NA	NonVenom	NA
scaffold-ma3	9588073	9588504	genic|scaffold-ma3:9588073-9588504	genic	5.464824	crovir-transcript-4874	9580084	11.88567	0.416834	TRUE	8204.5	FALSE	0.080232	0.080232	0.035093	0.035093	0.001229	0.036322	0.198492	0.168565	0.438456	0.210462	NA	NonVenom	NA
scaffold-ma3	9623374	9623864	genic|scaffold-ma3:9623374-9623864	genic	3.238247	crovir-transcript-4873	9750602	2400.571503	0.676626	TRUE	126983	FALSE	0.007402	0.007402	0.018684	0.018684	0.001229	0.019914	0.064485	0.054235	0.02397	0.010702	NA	NonVenom	NA
scaffold-ma3	9754549	9754835	genic|scaffold-ma3:9754549-9754835	genic	1.550887	crovir-transcript-4873	9750602	2400.571503	0.676626	TRUE	4090	FALSE	0.123436	0.123436	0.040212	0.040212	0.001229	0.041441	0.064271	0.054054	0.191435	0.085473	NA	NonVenom	NA
scaffold-ma3	10072572	10072990	intergenic|scaffold-ma3:10072572-10072990	intergenic	7.938591	crovir-transcript-4878	10136786	56.349814	0.334214	TRUE	64005	FALSE	0.013434	0.013434	0.008587	0.008587	0.001229	0.009816	0.077924	0.078578	0.106648	0.070939	NA	NonVenom	NA
scaffold-ma3	10073115	10073676	intergenic|scaffold-ma3:10073115-10073676	intergenic	9.145372	crovir-transcript-4878	10136786	56.349814	0.334214	TRUE	63390.5	FALSE	0.013547	0.013547	0.008587	0.008587	0.001229	0.009816	0.089769	0.090523	0.123896	0.082411	NA	NonVenom	NA
scaffold-ma3	10458280	10458900	intergenic|scaffold-ma3:10458280-10458900	intergenic	18.534176	crovir-transcript-4859	8162242	77.355254	0.419232	TRUE	2296348	FALSE	5.96e-4	5.96e-4	0.002833	0.002833	5.96e-4	0.003429	0.063552	0.060169	0.011053	0.006296	NA	NonVenom	NA
scaffold-ma3	10838786	10839249	intergenic|scaffold-ma3:10838786-10839249	intergenic	3.520323	crovir-transcript-4880	10680436	36.957662	0.449839	TRUE	158581.5	FALSE	0.006101	0.006101	0.017596	0.017596	0.001229	0.018825	0.066271	0.067439	0.021477	0.019108	NA	NonVenom	NA
scaffold-ma3	10844714	10845126	intergenic|scaffold-ma3:10844714-10845126	intergenic	9.55234	crovir-transcript-4880	10680436	36.957662	0.449839	TRUE	164484	FALSE	0.00591	0.00591	0.008506	0.008506	0.001229	0.009735	0.092997	0.094635	0.056455	0.050226	NA	NonVenom	NA
scaffold-ma3	10844714	10845126	intergenic|scaffold-ma3:10844714-10845126	intergenic	9.55234	crovir-transcript-4885	10872931	42.660773	0.672375	TRUE	28011	FALSE	0.02757	0.02757	0.013931	0.013931	0.001229	0.01516	0.144816	0.080496	0.263355	0.097993	NA	NonVenom	NA
scaffold-ma3	10846515	10847045	intergenic|scaffold-ma3:10846515-10847045	intergenic	13.7617	crovir-transcript-4880	10680436	36.957662	0.449839	TRUE	166344	FALSE	0.005853	0.005853	0.002682	0.002682	0.001229	0.003911	0.053827	0.054776	0.080541	0.071655	NA	NonVenom	NA
scaffold-ma3	10846515	10847045	intergenic|scaffold-ma3:10846515-10847045	intergenic	13.7617	crovir-transcript-4885	10872931	42.660773	0.672375	TRUE	26151	FALSE	0.029268	0.029268	0.016912	0.016912	0.001229	0.018141	0.249653	0.138769	0.402777	0.149871	NA	NonVenom	NA
scaffold-ma3	10846515	10847045	intergenic|scaffold-ma3:10846515-10847045	intergenic	13.7617	crovir-transcript-4884	11010707	22.56022	0.877877	TRUE	163927	FALSE	0.005928	0.005928	0.003174	0.003174	0.001229	0.004403	0.060594	0.056613	0.081573	0.033993	NA	NonVenom	NA
scaffold-ma3	10848904	10849148	intergenic|scaffold-ma3:10848904-10849148	intergenic	5.079482	crovir-transcript-4885	10872931	42.660773	0.672375	TRUE	23905	FALSE	0.031646	0.031646	0.016912	0.016912	0.001229	0.018141	0.092148	0.05122	0.160746	0.059813	NA	NonVenom	NA
scaffold-ma3	10850671	10850939	intergenic|scaffold-ma3:10850671-10850939	intergenic	5.121341	crovir-transcript-4885	10872931	42.660773	0.672375	TRUE	22126	FALSE	0.033848	0.033848	0.023494	0.023494	0.001229	0.024723	0.126614	0.070378	0.173349	0.064502	NA	NonVenom	NA
scaffold-ma3	10873571	10873734	intergenic|scaffold-ma3:10873571-10873734	intergenic	1.469204	crovir-transcript-4885	10872931	42.660773	0.672375	TRUE	721.5	FALSE	0.123436	0.123436	0.106678	0.106678	0.001229	0.107907	0.158538	0.088123	0.181353	0.06748	NA	NonVenom	NA
scaffold-ma3	10873966	10874102	intergenic|scaffold-ma3:10873966-10874102	intergenic	3.217849	crovir-transcript-4885	10872931	42.660773	0.672375	TRUE	1103	FALSE	0.123436	0.123436	0.106678	0.106678	0.001229	0.107907	0.347229	0.193007	0.397199	0.147795	NA	NonVenom	NA
scaffold-ma3	10983057	10983207	intergenic|scaffold-ma3:10983057-10983207	intergenic	1.275998	crovir-transcript-4882	10983981	59.093161	0.773911	TRUE	849	FALSE	0.123436	0.123436	0.065545	0.065545	0.001229	0.066774	0.085204	0.064489	0.157504	0.071314	NA	NonVenom	NA
scaffold-ma3	10984910	10985064	genic|scaffold-ma3:10984910-10985064	genic	1.117777	crovir-transcript-4882	10983981	59.093161	0.773911	TRUE	1006	FALSE	0.123436	0.123436	0.065545	0.065545	0.001229	0.066774	0.074639	0.056493	0.137974	0.062471	NA	NonVenom	NA
scaffold-ma3	11794356	11794625	intergenic|scaffold-ma3:11794356-11794625	intergenic	3.369573	crovir-transcript-4888	11787917	20.86697	0.494656	TRUE	6573.5	FALSE	0.097293	0.097293	0.037938	0.037938	0.001229	0.039167	0.131977	0.166633	0.327835	0.286855	NA	NonVenom	NA
scaffold-ma3	13935257	13935868	intergenic|scaffold-ma3:13935257-13935868	intergenic	5.294892	crovir-transcript-4898	13934533	38.387887	0.481417	TRUE	1029.5	FALSE	0.123436	0.123436	0.112257	0.112257	0.001229	0.113486	0.600898	0.321157	0.653581	0.200822	NA	NonVenom	NA
scaffold-ma3	13935257	13935868	intergenic|scaffold-ma3:13935257-13935868	intergenic	5.294892	crovir-transcript-4897	13983582	24.127171	0.790369	TRUE	48019.5	FALSE	0.01725	0.01725	0.01796	0.01796	0.001229	0.019189	0.101602	0.064089	0.091335	0.054341	NA	NonVenom	NA
scaffold-ma3	13937218	13937388	intergenic|scaffold-ma3:13937218-13937388	intergenic	2.012939	crovir-transcript-4898	13934533	38.387887	0.481417	TRUE	2770	FALSE	0.123436	0.123436	0.112257	0.112257	0.001229	0.113486	0.228441	0.122093	0.248469	0.076346	NA	NonVenom	NA
scaffold-ma3	14163913	14164576	intergenic|scaffold-ma3:14163913-14164576	intergenic	9.324097	crovir-transcript-4900	14157154	88.026177	0.003006	TRUE	7090.5	FALSE	0.091092	0.091092	0.105852	0.105852	0.001229	0.107081	0.998438	0.527586	0.849349	0.46967	NA	NonVenom	NA
scaffold-ma3	14163913	14164576	intergenic|scaffold-ma3:14163913-14164576	intergenic	9.324097	crovir-transcript-4899	14204516	350.424865	0.955547	TRUE	40271.5	FALSE	0.020103	0.020103	0.018197	0.018197	0.001229	0.019426	0.181129	0.107061	0.187444	0.072059	NA	NonVenom	NA
scaffold-ma3	16204237	16204368	genic|scaffold-ma3:16204237-16204368	genic	2.275124	crovir-transcript-4920	16203132	41.231083	0.884375	TRUE	1170.5	FALSE	0.123436	0.123436	0.107173	0.107173	0.001229	0.108402	0.246629	0.090857	0.280832	0.070416	NA	NonVenom	NA
scaffold-ma3	16207442	16207717	genic|scaffold-ma3:16207442-16207717	genic	4.164039	crovir-transcript-4920	16203132	41.231083	0.884375	TRUE	4447.5	FALSE	0.123436	0.123436	0.107173	0.107173	0.001229	0.108402	0.451392	0.166291	0.513993	0.128878	NA	NonVenom	NA
scaffold-ma3	16240612	16240813	intergenic|scaffold-ma3:16240612-16240813	intergenic	4.208151	crovir-transcript-4917	16244153	38.039782	0.98245	TRUE	3440.5	FALSE	0.123436	0.123436	0.077142	0.077142	0.001229	0.078371	0.329798	0.082206	0.519438	0.076514	NA	NonVenom	NA
scaffold-ma3	16245484	16246166	genic|scaffold-ma3:16245484-16246166	genic	18.648467	crovir-transcript-4917	16244153	38.039782	0.98245	TRUE	1672	FALSE	0.123436	0.123436	0.065464	0.065464	0.001229	0.066693	1.24373	0.310014	2.301893	0.339072	NA	NonVenom	NA
scaffold-ma3	16247022	16247195	genic|scaffold-ma3:16247022-16247195	genic	3.153105	crovir-transcript-4917	16244153	38.039782	0.98245	TRUE	2955.5	FALSE	0.123436	0.123436	0.065464	0.065464	0.001229	0.066693	0.210291	0.052418	0.389207	0.057331	NA	NonVenom	NA
scaffold-ma3	16480341	16480853	intergenic|scaffold-ma3:16480341-16480853	intergenic	3.816509	crovir-transcript-4924	16483663	10.146723	0.579583	TRUE	3066	FALSE	0.123436	0.123436	0.050503	0.050503	0.001229	0.051732	0.197435	0.123053	0.471095	0.174072	NA	NonVenom	NA
scaffold-ma3	16570051	16571035	intergenic|scaffold-ma3:16570051-16571035	intergenic	26.129926	crovir-transcript-4924	16483663	10.146723	0.579583	TRUE	86880	FALSE	0.010298	0.010298	0.006684	0.006684	0.001229	0.007913	0.206766	0.128869	0.269088	0.099429	NA	NonVenom	NA
scaffold-ma3	16737281	16737762	intergenic|scaffold-ma3:16737281-16737762	intergenic	12.195335	crovir-transcript-4923	16740572	229.570284	0.596162	TRUE	3050.5	FALSE	0.123436	0.123436	0.055288	0.055288	0.001229	0.056518	0.689251	0.198815	1.505344	0.192709	NA	NonVenom	NA
scaffold-ma3	16738903	16739674	intergenic|scaffold-ma3:16738903-16739674	intergenic	25.147173	crovir-transcript-4925	16643761	159.61433	0.901379	TRUE	95527.5	FALSE	0.009482	0.009482	0.006946	0.006946	0.001229	0.008176	0.205594	0.065531	0.238449	0.05744	NA	NonVenom	NA
