chr	start	end	name	class	activity_base	TargetGene	TargetGeneTSS	TargetGeneExpression	TargetGenePromoterActivityQuantile	TargetGeneIsExpressed	distance	isSelfPromoter	powerlaw_contact	powerlaw_contact_reference	hic_contact	hic_contact_pl_scaled	hic_pseudocount	hic_contact_pl_scaled_adj	ABC.Score.Numerator	ABC.Score	powerlaw.Score.Numerator	powerlaw.Score	CellType	geneType	newID3
scaffold-mi4	6196050	6196404	intergenic|scaffold-mi4:6196050-6196404	intergenic	5.85145	crovir-transcript-85	6179918	161.396998	0.529362	TRUE	16309	FALSE	0.044135	0.044135	0.014202	0.014202	0.001229	0.015431	0.090297	0.050943	0.258256	0.081614	NA	NonVenom	NA
scaffold-mi4	6203420	6203949	intergenic|scaffold-mi4:6203420-6203949	intergenic	8.473715	crovir-transcript-85	6179918	161.396998	0.529362	TRUE	23766.5	FALSE	0.031806	0.031806	0.01306	0.01306	0.001229	0.014289	0.12108	0.06831	0.269519	0.085174	NA	NonVenom	NA
scaffold-mi4	6445164	6445532	intergenic|scaffold-mi4:6445164-6445532	intergenic	2.367948	crovir-transcript-93	6440007	1491.293227	0.370802	TRUE	5341	FALSE	0.116552	0.116552	0.102262	0.102262	0.001229	0.103491	0.245062	0.18414	0.275989	0.173088	NA	NonVenom	NA
scaffold-mi4	6447747	6447953	intergenic|scaffold-mi4:6447747-6447953	intergenic	3.330534	crovir-transcript-93	6440007	1491.293227	0.370802	TRUE	7843	FALSE	0.08344	0.08344	0.102262	0.102262	0.001229	0.103491	0.344681	0.258994	0.277899	0.174287	NA	NonVenom	NA
scaffold-mi4	6571945	6572427	intergenic|scaffold-mi4:6571945-6572427	intergenic	9.541738	crovir-transcript-121	8160270	192.688253	0.466752	TRUE	1588084	FALSE	8.22e-4	8.22e-4	0.002883	0.002883	8.22e-4	0.003705	0.035355	0.057432	0.007843	0.009178	NA	NonVenom	NA
scaffold-mi4	6572796	6573373	intergenic|scaffold-mi4:6572796-6573373	intergenic	10.751445	crovir-transcript-121	8160270	192.688253	0.466752	TRUE	1587185.5	FALSE	8.22e-4	8.22e-4	0.002883	0.002883	8.22e-4	0.003706	0.039842	0.06472	0.008842	0.010346	NA	NonVenom	NA
scaffold-mi4	6661303	6661828	intergenic|scaffold-mi4:6661303-6661828	intergenic	11.995217	crovir-transcript-94	6559385	161.27169	0.379486	TRUE	102180.5	FALSE	0.008943	0.008943	0.016352	0.016352	0.001229	0.017581	0.210894	0.055852	0.107269	0.022512	NA	NonVenom	NA
scaffold-mi4	6661303	6661828	intergenic|scaffold-mi4:6661303-6661828	intergenic	11.995217	crovir-transcript-101	6659461	133.844225	0.977106	TRUE	2104.5	FALSE	0.123436	0.123436	0.080126	0.080126	0.001229	0.081355	0.975877	0.313831	1.480642	0.32101	NA	NonVenom	NA
scaffold-mi4	6667061	6667654	intergenic|scaffold-mi4:6667061-6667654	intergenic	8.292499	crovir-transcript-101	6659461	133.844225	0.977106	TRUE	7896.5	FALSE	0.082948	0.082948	0.022867	0.022867	0.001229	0.024096	0.199816	0.064258	0.687846	0.149128	NA	NonVenom	NA
scaffold-mi4	8090352	8090853	intergenic|scaffold-mi4:8090352-8090853	intergenic	4.013153	crovir-transcript-119	8076037	169.088107	0.835064	TRUE	14565.5	FALSE	0.048697	0.048697	0.040928	0.040928	0.001229	0.042157	0.169183	0.114487	0.195429	0.103186	NA	NonVenom	NA
scaffold-mi4	8409244	8409769	intergenic|scaffold-mi4:8409244-8409769	intergenic	10.28499	crovir-transcript-128	8414412	111.04612	0.680087	TRUE	4905.5	FALSE	0.123436	0.123436	0.037511	0.037511	0.001229	0.03874	0.39844	0.257241	1.269539	0.434217	NA	NonVenom	NA
scaffold-mi4	8412755	8413110	intergenic|scaffold-mi4:8412755-8413110	intergenic	5.423543	crovir-transcript-128	8414412	111.04612	0.680087	TRUE	1479.5	FALSE	0.123436	0.123436	0.060115	0.060115	0.001229	0.061344	0.332705	0.214801	0.669461	0.228974	NA	NonVenom	NA
scaffold-mi4	9158412	9158894	genic|scaffold-mi4:9158412-9158894	genic	7.687906	crovir-transcript-147	9147926	237.124337	0.826016	TRUE	10727	FALSE	0.063543	0.063543	0.029489	0.029489	0.001229	0.030718	0.236155	0.164617	0.488515	0.192276	NA	NonVenom	NA
scaffold-mi4	9195663	9196435	intergenic|scaffold-mi4:9195663-9196435	intergenic	5.639449	crovir-transcript-144	9175604	133.705991	0.897067	TRUE	20445	FALSE	0.036257	0.036257	0.019506	0.019506	0.001229	0.020735	0.116936	0.059335	0.20447	0.062247	NA	NonVenom	NA
scaffold-mi4	9195663	9196435	intergenic|scaffold-mi4:9195663-9196435	intergenic	5.639449	crovir-transcript-153	9175697	528.719274	0.914921	TRUE	20352	FALSE	0.036401	0.036401	0.019506	0.019506	0.001229	0.020735	0.116936	0.059335	0.205282	0.062518	NA	NonVenom	NA
scaffold-mi4	9195663	9196435	intergenic|scaffold-mi4:9195663-9196435	intergenic	5.639449	crovir-transcript-150	9195020	106.672175	0.569624	TRUE	1029	FALSE	0.123436	0.123436	0.088571	0.088571	0.001229	0.089801	0.506426	0.367946	0.696111	0.294046	NA	NonVenom	NA
scaffold-mi4	9510558	9511076	intergenic|scaffold-mi4:9510558-9511076	intergenic	12.444675	crovir-transcript-170	9468197	142.787527	0.572903	TRUE	42620	FALSE	0.019136	0.019136	0.002612	0.002612	0.001229	0.003842	0.047808	0.058876	0.23814	0.109056	NA	NonVenom	NA
scaffold-mi4	9510558	9511076	intergenic|scaffold-mi4:9510558-9511076	intergenic	12.444675	crovir-transcript-163	9540708	302.550202	0.596587	TRUE	29891	FALSE	0.026055	0.026055	0.006438	0.006438	0.001229	0.007667	0.095413	0.116685	0.324244	0.112637	NA	NonVenom	NA
scaffold-mi4	9550309	9550988	intergenic|scaffold-mi4:9550309-9550988	intergenic	9.438986	crovir-transcript-170	9468197	142.787527	0.572903	TRUE	82451.5	FALSE	0.010778	0.010778	0.004274	0.004274	0.001229	0.005503	0.051946	0.063971	0.10173	0.046587	NA	NonVenom	NA
scaffold-mi4	9550309	9550988	intergenic|scaffold-mi4:9550309-9550988	intergenic	9.438986	crovir-transcript-163	9540708	302.550202	0.596587	TRUE	9940.5	FALSE	0.067895	0.067895	0.003511	0.003511	0.001229	0.00474	0.044741	0.054716	0.640861	0.222623	NA	NonVenom	NA
scaffold-mi4	13054646	13055606	intergenic|scaffold-mi4:13054646-13055606	intergenic	17.902099	crovir-transcript-195	13057361	104.154272	0.537773	TRUE	2235	FALSE	0.123436	0.123436	0.157414	0.157414	0.001229	0.158643	2.840041	0.875226	2.209764	0.767575	NA	NonVenom	NA
scaffold-mi4	13637106	13637421	genic|scaffold-mi4:13637106-13637421	genic	2.497247	crovir-transcript-212	13595262	662.087954	0.407785	TRUE	42001.5	FALSE	0.019381	0.019381	0.025949	0.025949	0.001229	0.027178	0.06787	0.125385	0.048399	0.060942	NA	NonVenom	NA
scaffold-mi4	14068188	14068563	intergenic|scaffold-mi4:14068188-14068563	intergenic	3.519292	crovir-transcript-227	14064224	100.873124	0.428797	TRUE	4151.5	FALSE	0.123436	0.123436	0.103865	0.103865	0.001229	0.105094	0.369856	0.329661	0.434408	0.165604	NA	NonVenom	NA
scaffold-mi4	14077115	14077796	intergenic|scaffold-mi4:14077115-14077796	intergenic	19.383806	crovir-transcript-227	14064224	100.873124	0.428797	TRUE	13231.5	FALSE	0.052941	0.052941	0.00905	0.00905	0.001229	0.010279	0.199243	0.17759	1.0262	0.391207	NA	NonVenom	NA
scaffold-mi4	14077115	14077796	intergenic|scaffold-mi4:14077115-14077796	intergenic	19.383806	crovir-transcript-256	15960682	165.106122	0.570231	TRUE	1883226.5	FALSE	7.09e-4	7.09e-4	0.004454	0.004454	7.09e-4	0.005163	0.100081	0.098621	0.013737	0.008142	NA	NonVenom	NA
scaffold-mi4	14129477	14130038	intergenic|scaffold-mi4:14129477-14130038	intergenic	14.454451	crovir-transcript-225	14132828	116.1389	0.543572	TRUE	3070.5	FALSE	0.123436	0.123436	0.029763	0.029763	0.001229	0.030992	0.44797	0.4604	1.7842	0.637544	NA	NonVenom	NA
scaffold-mi4	14200402	14200616	intergenic|scaffold-mi4:14200402-14200616	intergenic	2.519664	crovir-transcript-220	14202581	145.390318	0.579401	TRUE	2072	FALSE	0.123436	0.123436	0.069655	0.069655	0.001229	0.070884	0.178604	0.290502	0.311017	0.271683	NA	NonVenom	NA
scaffold-mi4	15439204	15439757	intergenic|scaffold-mi4:15439204-15439757	intergenic	12.515269	crovir-transcript-225	14132828	116.1389	0.543572	TRUE	1306652.5	FALSE	9.74e-4	9.74e-4	0.003785	0.003785	9.74e-4	0.004759	0.059565	0.061218	0.01219	0.004356	NA	NonVenom	NA
scaffold-mi4	15884855	15885486	intergenic|scaffold-mi4:15884855-15885486	intergenic	6.014559	crovir-transcript-263	15908407	725.29362	0.154552	TRUE	23236.5	FALSE	0.032437	0.032437	0.010167	0.010167	0.001229	0.011396	0.068541	0.138983	0.195092	0.142699	NA	NonVenom	NA
scaffold-mi4	15900775	15901008	intergenic|scaffold-mi4:15900775-15901008	intergenic	0.601109	crovir-transcript-263	15908407	725.29362	0.154552	TRUE	7515.5	FALSE	0.086594	0.086594	0.105798	0.105798	0.001229	0.107027	0.064335	0.130455	0.052052	0.038073	NA	NonVenom	NA
scaffold-mi4	15964206	15964448	genic|scaffold-mi4:15964206-15964448	genic	1.047404	crovir-transcript-256	15960682	165.106122	0.570231	TRUE	3645	FALSE	0.123436	0.123436	0.080072	0.080072	0.001229	0.081302	0.085156	0.083913	0.129287	0.076628	NA	NonVenom	NA
scaffold-mi4	15995433	15995834	intergenic|scaffold-mi4:15995433-15995834	intergenic	2.92839	crovir-transcript-259	15991727	119.013333	0.832453	TRUE	3906.5	FALSE	0.123436	0.123436	0.047134	0.047134	0.001229	0.048363	0.141627	0.10368	0.361469	0.121766	NA	NonVenom	NA
scaffold-mi4	16008938	16009560	intergenic|scaffold-mi4:16008938-16009560	intergenic	10.310989	crovir-transcript-259	15991727	119.013333	0.832453	TRUE	17522	FALSE	0.041465	0.041465	0.012388	0.012388	0.001229	0.013617	0.140408	0.102788	0.427546	0.144024	NA	NonVenom	NA
scaffold-mi4	16114553	16115056	genic|scaffold-mi4:16114553-16115056	genic	4.599808	crovir-transcript-264	16112488	134.881777	0.99168	TRUE	2316.5	FALSE	0.123436	0.123436	0.050649	0.050649	0.001229	0.051878	0.238629	0.096317	0.567782	0.095373	NA	NonVenom	NA
scaffold-mi4	16121133	16121601	genic|scaffold-mi4:16121133-16121601	genic	5.822176	crovir-transcript-264	16112488	134.881777	0.99168	TRUE	8879	FALSE	0.074904	0.074904	0.028238	0.028238	0.001229	0.029467	0.171562	0.069247	0.436101	0.073254	NA	NonVenom	NA
scaffold-mi4	16129573	16129928	genic|scaffold-mi4:16129573-16129928	genic	5.562337	crovir-transcript-264	16112488	134.881777	0.99168	TRUE	17262.5	FALSE	0.042007	0.042007	0.022464	0.022464	0.001229	0.023693	0.131791	0.053194	0.233656	0.039248	NA	NonVenom	NA
scaffold-mi4	16212382	16213021	genic|scaffold-mi4:16212382-16213021	genic	8.670823	crovir-transcript-256	15960682	165.106122	0.570231	TRUE	252019.5	FALSE	0.004077	0.004077	0.005108	0.005108	0.001229	0.006337	0.054945	0.054143	0.035354	0.020954	NA	NonVenom	NA
scaffold-mi4	16634947	16635805	intergenic|scaffold-mi4:16634947-16635805	intergenic	30.571045	crovir-transcript-263	15908407	725.29362	0.154552	TRUE	726969	FALSE	0.001622	0.001622	0	0	0.001229	0.001229	0.037578	0.076198	0.049592	0.036274	NA	NonVenom	NA
scaffold-ma4	758543	758716	genic|scaffold-ma4:758543-758716	genic	0.611876	crovir-transcript-3203	759410	139.545774	0.592458	TRUE	780.5	FALSE	0.123436	0.123436	0.121748	0.121748	0.001229	0.122977	0.075247	0.218217	0.075528	0.143986	NA	NonVenom	NA
scaffold-ma4	810544	810981	intergenic|scaffold-ma4:810544-810981	intergenic	3.505865	crovir-transcript-3202	815950	157.777836	0.434505	TRUE	5187.5	FALSE	0.119546	0.119546	0.035445	0.035445	0.001229	0.036674	0.128573	0.363674	0.419112	0.45738	NA	NonVenom	NA
scaffold-ma4	1001951	1003138	intergenic|scaffold-ma4:1001951-1003138	intergenic	22.871004	crovir-transcript-3203	759410	139.545774	0.592458	TRUE	243134.5	FALSE	0.004207	0.004207	0.00284	0.00284	0.001229	0.004069	0.093059	0.269873	0.09621	0.183414	NA	NonVenom	NA
scaffold-ma4	1001951	1003138	intergenic|scaffold-ma4:1001951-1003138	intergenic	22.871004	crovir-transcript-3202	815950	157.777836	0.434505	TRUE	186594.5	FALSE	0.005296	0.005296	0	0	0.001229	0.001229	0.028113	0.079519	0.121122	0.132181	NA	NonVenom	NA
scaffold-ma4	1001951	1003138	intergenic|scaffold-ma4:1001951-1003138	intergenic	22.871004	crovir-transcript-3211	1004604	3714.069357	0.647355	TRUE	2059.5	FALSE	0.123436	0.123436	0.051326	0.051326	0.001229	0.052556	1.202001	0.88239	2.823106	0.902579	NA	NonVenom	NA
scaffold-ma4	1001951	1003138	intergenic|scaffold-ma4:1001951-1003138	intergenic	22.871004	crovir-transcript-3227	1783651	176.315409	0.534129	TRUE	781106.5	FALSE	0.001524	0.001524	0	0	0.001229	0.001229	0.028113	0.116989	0.034854	0.069289	NA	NonVenom	NA
scaffold-ma4	1960591	1960721	intergenic|scaffold-ma4:1960591-1960721	intergenic	25.432552	crovir-transcript-3203	759410	139.545774	0.592458	TRUE	1201246	FALSE	0.001048	0.001048	0	0	0.001048	0.001048	0.026652	0.077292	0.026652	0.050809	NA	NonVenom	NA
scaffold-ma4	1960591	1960721	intergenic|scaffold-ma4:1960591-1960721	intergenic	25.432552	crovir-transcript-3202	815950	157.777836	0.434505	TRUE	1144706	FALSE	0.001093	0.001093	0	0	0.001093	0.001093	0.027794	0.078616	0.027794	0.030332	NA	NonVenom	NA
scaffold-ma4	1960591	1960721	intergenic|scaffold-ma4:1960591-1960721	intergenic	25.432552	crovir-transcript-3227	1783651	176.315409	0.534129	TRUE	177005	FALSE	0.005545	0.005545	0	0	0.001229	0.001229	0.031262	0.130092	0.141014	0.280336	NA	NonVenom	NA
scaffold-ma4	1960591	1960721	intergenic|scaffold-ma4:1960591-1960721	intergenic	25.432552	crovir-transcript-3226	1994518	347.772104	0.798749	TRUE	33862	FALSE	0.023375	0.023375	0.013796	0.013796	0.001229	0.015026	0.382142	0.300342	0.594498	0.252359	NA	NonVenom	NA
scaffold-ma4	1984093	1984727	intergenic|scaffold-ma4:1984093-1984727	intergenic	11.254812	crovir-transcript-3227	1783651	176.315409	0.534129	TRUE	200759	FALSE	0.004969	0.004969	0	0	0.001229	0.001229	0.013834	0.05757	0.055928	0.111185	NA	NonVenom	NA
scaffold-ma4	1984093	1984727	intergenic|scaffold-ma4:1984093-1984727	intergenic	11.254812	crovir-transcript-3226	1994518	347.772104	0.798749	TRUE	10108	FALSE	0.066915	0.066915	0.026282	0.026282	0.001229	0.027511	0.309632	0.243354	0.753119	0.319693	NA	NonVenom	NA
scaffold-ma4	2007020	2007255	genic|scaffold-ma4:2007020-2007255	genic	2.677694	crovir-transcript-3227	1783651	176.315409	0.534129	TRUE	223486.5	FALSE	0.004527	0.004527	0.003462	0.003462	0.001229	0.004691	0.012561	0.052272	0.012121	0.024096	NA	NonVenom	NA
scaffold-ma4	2007955	2008265	genic|scaffold-ma4:2007955-2008265	genic	2.989387	crovir-transcript-3227	1783651	176.315409	0.534129	TRUE	224459	FALSE	0.00451	0.00451	0.003462	0.003462	0.001229	0.004691	0.014023	0.058356	0.013481	0.0268	NA	NonVenom	NA
scaffold-ma4	10604570	10604890	genic|scaffold-ma4:10604570-10604890	genic	5.684237	crovir-transcript-3254	10663402	199.492978	0.643712	TRUE	58672	FALSE	0.01449	0.01449	0.015416	0.015416	0.001229	0.016645	0.094614	0.276471	0.082367	0.119542	NA	NonVenom	NA
scaffold-ma4	10653838	10654035	intergenic|scaffold-ma4:10653838-10654035	intergenic	2.215749	crovir-transcript-3254	10663402	199.492978	0.643712	TRUE	9465.5	FALSE	0.070849	0.070849	0.013349	0.013349	0.001229	0.014579	0.032303	0.094392	0.156985	0.227838	NA	NonVenom	NA
scaffold-ma4	15767868	15768478	intergenic|scaffold-ma4:15767868-15768478	intergenic	3.689393	crovir-transcript-3268	15779073	127.990008	0.635453	TRUE	10900	FALSE	0.062665	0.062665	0.015266	0.015266	0.001229	0.016495	0.060857	0.139328	0.231196	0.278639	NA	NonVenom	NA
scaffold-ma4	15770092	15770232	intergenic|scaffold-ma4:15770092-15770232	intergenic	0.857109	crovir-transcript-3268	15779073	127.990008	0.635453	TRUE	8911	FALSE	0.074669	0.074669	0.040208	0.040208	0.001229	0.041437	0.035516	0.081311	0.064	0.077133	NA	NonVenom	NA
scaffold-ma4	15945404	15946300	intergenic|scaffold-ma4:15945404-15946300	intergenic	27.292212	crovir-transcript-3268	15779073	127.990008	0.635453	TRUE	166779	FALSE	0.005839	0.005839	0	0	0.001229	0.001229	0.033547	0.076805	0.159366	0.192069	NA	NonVenom	NA
scaffold-ma4	15945404	15946300	intergenic|scaffold-ma4:15945404-15946300	intergenic	27.292212	crovir-transcript-3270	15792381	112.106588	0.583713	TRUE	153471	FALSE	0.006277	0.006277	0	0	0.001229	0.001229	0.033547	0.09494	0.171323	0.249016	NA	NonVenom	NA
scaffold-ma4	16523054	16523810	genic|scaffold-ma4:16523054-16523810	genic	24.375822	crovir-transcript-3268	15779073	127.990008	0.635453	TRUE	744359	FALSE	0.001589	0.001589	0	0	0.001229	0.001229	0.029963	0.068597	0.038737	0.046686	NA	NonVenom	NA
scaffold-ma4	16523054	16523810	genic|scaffold-ma4:16523054-16523810	genic	24.375822	crovir-transcript-3270	15792381	112.106588	0.583713	TRUE	731051	FALSE	0.001614	0.001614	0	0	0.001229	0.001229	0.029963	0.084795	0.03935	0.057195	NA	NonVenom	NA
scaffold-ma4	18588292	18589930	intergenic|scaffold-ma4:18588292-18589930	intergenic	98.392301	crovir-transcript-3268	15779073	127.990008	0.635453	TRUE	2810038	FALSE	5e-4	5e-4	0	0	5e-4	5e-4	0.049227	0.112702	0.049227	0.059329	NA	NonVenom	NA
scaffold-ma4	18588292	18589930	intergenic|scaffold-ma4:18588292-18589930	intergenic	98.392301	crovir-transcript-3270	15792381	112.106588	0.583713	TRUE	2796730	FALSE	5.02e-4	5.02e-4	0	0	5.02e-4	5.02e-4	0.049431	0.13989	0.049431	0.071847	NA	NonVenom	NA
scaffold-ma4	18588292	18589930	intergenic|scaffold-ma4:18588292-18589930	intergenic	98.392301	crovir-transcript-3278	19420332	145.1075	0.904233	TRUE	831221	FALSE	0.001444	0.001444	0	0	0.001229	0.001229	0.120943	0.058008	0.142046	0.058567	NA	NonVenom	NA
scaffold-ma4	18588292	18589930	intergenic|scaffold-ma4:18588292-18589930	intergenic	98.392301	crovir-transcript-3284	19959072	959.989526	0.380306	TRUE	1369961	FALSE	9.35e-4	9.35e-4	0	0	9.35e-4	9.35e-4	0.09197	0.104163	0.09197	0.075197	NA	NonVenom	NA
scaffold-ma4	18588292	18589930	intergenic|scaffold-ma4:18588292-18589930	intergenic	98.392301	crovir-transcript-3328	23361706	569.952624	0.653975	TRUE	4772595	FALSE	3.16e-4	3.16e-4	0	0	3.16e-4	3.16e-4	0.03105	0.054259	0.03105	0.040468	NA	NonVenom	NA
scaffold-ma4	18591588	18593142	intergenic|scaffold-ma4:18591588-18593142	intergenic	88.605138	crovir-transcript-3268	15779073	127.990008	0.635453	TRUE	2813292	FALSE	5e-4	5e-4	0	0	5e-4	5e-4	0.044286	0.101389	0.044286	0.053373	NA	NonVenom	NA
scaffold-ma4	18591588	18593142	intergenic|scaffold-ma4:18591588-18593142	intergenic	88.605138	crovir-transcript-3270	15792381	112.106588	0.583713	TRUE	2799984	FALSE	5.02e-4	5.02e-4	0	0	5.02e-4	5.02e-4	0.044469	0.125848	0.044469	0.064635	NA	NonVenom	NA
scaffold-ma4	18591588	18593142	intergenic|scaffold-ma4:18591588-18593142	intergenic	88.605138	crovir-transcript-3278	19420332	145.1075	0.904233	TRUE	827967	FALSE	0.001449	0.001449	0	0	0.001229	0.001229	0.108913	0.052238	0.128354	0.052922	NA	NonVenom	NA
scaffold-ma4	18591588	18593142	intergenic|scaffold-ma4:18591588-18593142	intergenic	88.605138	crovir-transcript-3284	19959072	959.989526	0.380306	TRUE	1366707	FALSE	9.37e-4	9.37e-4	0	0	9.37e-4	9.37e-4	0.082993	0.093996	0.082993	0.067858	NA	NonVenom	NA
scaffold-ma4	18591588	18593142	intergenic|scaffold-ma4:18591588-18593142	intergenic	88.605138	crovir-transcript-3318	22226476	256.315143	0.942248	TRUE	3634111	FALSE	4e-4	4e-4	7.76e-4	7.76e-4	4e-4	0.001176	0.10422	0.060076	0.035443	0.016061	NA	NonVenom	NA
scaffold-ma4	19926655	19927563	intergenic|scaffold-ma4:19926655-19927563	intergenic	19.795916	crovir-transcript-3284	19959072	959.989526	0.380306	TRUE	31963	FALSE	0.024579	0.024579	0.016725	0.016725	0.001229	0.017955	0.355427	0.402548	0.486566	0.397831	NA	NonVenom	NA
scaffold-ma4	22366656	22367211	intergenic|scaffold-ma4:22366656-22367211	intergenic	10.893942	crovir-transcript-3320	22509900	250.411458	0.218953	TRUE	142966.5	FALSE	0.006677	0.006677	0.008019	0.008019	0.001229	0.009248	0.100749	0.12073	0.072736	0.062266	NA	NonVenom	NA
scaffold-ma4	22495436	22495879	intergenic|scaffold-ma4:22495436-22495879	intergenic	3.375382	crovir-transcript-3320	22509900	250.411458	0.218953	TRUE	14242.5	FALSE	0.049656	0.049656	0.027333	0.027333	0.001229	0.028562	0.096408	0.115528	0.167609	0.143482	NA	NonVenom	NA
scaffold-ma4	22549847	22550341	intergenic|scaffold-ma4:22549847-22550341	intergenic	3.551206	crovir-transcript-3320	22509900	250.411458	0.218953	TRUE	40194	FALSE	0.020137	0.020137	0.013697	0.013697	0.001229	0.014927	0.053007	0.06352	0.07151	0.061216	NA	NonVenom	NA
scaffold-ma4	23340207	23340626	intergenic|scaffold-ma4:23340207-23340626	intergenic	2.828315	crovir-transcript-3328	23361706	569.952624	0.653975	TRUE	21289.5	FALSE	0.035003	0.035003	0.010196	0.010196	0.001229	0.011426	0.032315	0.05647	0.098998	0.129025	NA	NonVenom	NA
scaffold-ma4	23357355	23357601	intergenic|scaffold-ma4:23357355-23357601	intergenic	0.956524	crovir-transcript-3328	23361706	569.952624	0.653975	TRUE	4228	FALSE	0.123436	0.123436	0.069897	0.069897	0.001229	0.071126	0.068034	0.118887	0.11807	0.15388	NA	NonVenom	NA
scaffold-ma4	25633155	25634296	genic|scaffold-ma4:25633155-25634296	genic	26.821775	crovir-transcript-3353	27462775	125.244344	0.192263	TRUE	1829049.5	FALSE	7.27e-4	7.27e-4	0.001048	0.001048	7.27e-4	0.001775	0.047617	0.054196	0.019497	0.012771	NA	NonVenom	NA
scaffold-ma4	27435608	27436069	genic|scaffold-ma4:27435608-27436069	genic	7.051406	crovir-transcript-3353	27462775	125.244344	0.192263	TRUE	26936.5	FALSE	0.028524	0.028524	0.008943	0.008943	0.001229	0.010172	0.071727	0.081637	0.201134	0.131743	NA	NonVenom	NA
scaffold-ma4	27599671	27600747	intergenic|scaffold-ma4:27599671-27600747	intergenic	23.254991	crovir-transcript-3353	27462775	125.244344	0.192263	TRUE	137434	FALSE	0.00691	0.00691	0.002417	0.002417	0.001229	0.003646	0.084781	0.096494	0.160692	0.105253	NA	NonVenom	NA
scaffold-ma4	33080257	33080851	intergenic|scaffold-ma4:33080257-33080851	intergenic	2.456972	crovir-transcript-3426	33060194	106.758863	0.997024	TRUE	20360	FALSE	0.036389	0.036389	0.046124	0.046124	0.001229	0.047353	0.116344	0.050198	0.089406	0.014716	NA	NonVenom	NA
