chr	start	end	name	class	activity_base	TargetGene	TargetGeneTSS	TargetGeneExpression	TargetGenePromoterActivityQuantile	TargetGeneIsExpressed	distance	isSelfPromoter	powerlaw_contact	powerlaw_contact_reference	hic_contact	hic_contact_pl_scaled	hic_pseudocount	hic_contact_pl_scaled_adj	ABC.Score.Numerator	ABC.Score	powerlaw.Score.Numerator	powerlaw.Score	CellType	geneType	newID3
scaffold-mi7	4818076	4819201	intergenic|scaffold-mi7:4818076.0-4819201	intergenic	11.185717	crovir-transcript-1301	4810033	10.447548	0.582377	TRUE	8605.5	FALSE	0.07697	0.07697	0.074037	0.074037	0.001229	0.075266	0.841909	0.160354	0.860966	0.093598	NA	NonVenom	NA
scaffold-mi7	5334941	5335351	genic|scaffold-mi7:5334941.0-5335351	genic	4.762364	crovir-transcript-1336	5336267	10.240291	0.823222	TRUE	1121	FALSE	0.123436	0.123436	0.127527	0.127527	0.001229	0.128756	0.613184	0.120052	0.587847	0.084374	NA	NonVenom	NA
scaffold-mi7	5337478	5337901	intergenic|scaffold-mi7:5337478.0-5337901	intergenic	5.546662	crovir-transcript-1336	5336267	10.240291	0.823222	TRUE	1422.5	FALSE	0.123436	0.123436	0.127527	0.127527	0.001229	0.128756	0.714168	0.139823	0.684658	0.098269	NA	NonVenom	NA
scaffold-mi7	5339981	5340343	intergenic|scaffold-mi7:5339981.0-5340343	intergenic	3.895631	crovir-transcript-1336	5336267	10.240291	0.823222	TRUE	3895	FALSE	0.123436	0.123436	0.105603	0.105603	0.001229	0.106833	0.416181	0.081482	0.480861	0.069018	NA	NonVenom	NA
scaffold-mi7	5605689	5606279	intergenic|scaffold-mi7:5605689.0-5606279	intergenic	8.047904	crovir-transcript-1339	5607811	10.652256	0.64438	TRUE	1827	FALSE	0.123436	0.123436	0.094902	0.094902	0.001229	0.096132	0.773657	0.192875	0.993401	0.184094	NA	NonVenom	NA
scaffold-mi7	5611164	5611657	genic|scaffold-mi7:5611164.0-5611657	genic	6.590821	crovir-transcript-1339	5607811	10.652256	0.64438	TRUE	3599.5	FALSE	0.123436	0.123436	0.079213	0.079213	0.001229	0.080442	0.530178	0.132175	0.813545	0.150764	NA	NonVenom	NA
scaffold-mi7	7718574	7719156	intergenic|scaffold-mi7:7718574.0-7719156	intergenic	23.379871	crovir-transcript-1435	7721292	15.76961	0.854679	TRUE	2427	FALSE	0.123436	0.123436	0.018388	0.018388	0.001229	0.019617	0.458643	0.070916	2.885919	0.297413	NA	NonVenom	NA
scaffold-mi7	7724913	7725309	genic|scaffold-mi7:7724913.0-7725309	genic	3.201347	crovir-transcript-1435	7721292	15.76961	0.854679	TRUE	3819	FALSE	0.123436	0.123436	0.145845	0.145845	0.001229	0.147074	0.470836	0.072802	0.395162	0.040724	NA	NonVenom	NA
scaffold-mi7	7727040	7727940	genic|scaffold-mi7:7727040.0-7727940	genic	4.577196	crovir-transcript-1435	7721292	15.76961	0.854679	TRUE	6198	FALSE	0.1024	0.1024	0.145845	0.145845	0.001229	0.147074	0.673188	0.10409	0.468707	0.048303	NA	NonVenom	NA
scaffold-mi7	7728137	7728495	genic|scaffold-mi7:7728137.0-7728495	genic	2.891864	crovir-transcript-1435	7721292	15.76961	0.854679	TRUE	7024	FALSE	0.091842	0.091842	0.145845	0.145845	0.001229	0.147074	0.425319	0.065764	0.265593	0.027371	NA	NonVenom	NA
scaffold-mi7	8762496	8762900	genic|scaffold-mi7:8762496.0-8762900	genic	2.493321	crovir-transcript-1498	8761691	10.935167	0.767414	TRUE	1007	FALSE	0.123436	0.123436	0.075932	0.075932	0.001229	0.077161	0.192387	0.066846	0.307766	0.07647	NA	NonVenom	NA
scaffold-mi7	11081826	11082631	intergenic|scaffold-mi7:11081826.0-11082631	intergenic	14.715229	crovir-transcript-1605	11080528	11.167313	0.743183	TRUE	1700.5	FALSE	0.123436	0.123436	0.057373	0.057373	0.001229	0.058603	0.86235	0.185792	1.81639	0.237759	NA	NonVenom	NA
scaffold-mi7	11085021	11085401	intergenic|scaffold-mi7:11085021.0-11085401	intergenic	13.441205	crovir-transcript-1605	11080528	11.167313	0.743183	TRUE	4683	FALSE	0.123436	0.123436	0.045005	0.045005	0.001229	0.046234	0.621439	0.133888	1.659129	0.217174	NA	NonVenom	NA
scaffold-mi7	11089328	11089954	intergenic|scaffold-mi7:11089328.0-11089954	intergenic	14.889485	crovir-transcript-1605	11080528	11.167313	0.743183	TRUE	9113	FALSE	0.073228	0.073228	0.045005	0.045005	0.001229	0.046234	0.688399	0.148315	1.090321	0.142719	NA	NonVenom	NA
scaffold-mi7	11972913	11973145	genic|scaffold-mi7:11972913.0-11973145	genic	16.695694	crovir-transcript-1633	11971996	10.756536	0.766321	TRUE	1033	FALSE	0.123436	0.123436	0.04975	0.04975	0.001229	0.050979	0.851128	0.197677	2.060851	0.221388	NA	NonVenom	NA
scaffold-mi7	12013255	12014309	genic|scaffold-mi7:12013255.0-12014309	genic	18.820983	crovir-transcript-1679	12029467	10.319226	0.773669	TRUE	15685	FALSE	0.045659	0.045659	0.018556	0.018556	0.001229	0.019785	0.372378	0.116382	0.859346	0.115232	NA	NonVenom	NA
scaffold-mi7	12379548	12380205	intergenic|scaffold-mi7:12379548.0-12380205	intergenic	256.304821	crovir-transcript-1605	11080528	11.167313	0.743183	TRUE	1299348.5	FALSE	9.79e-4	9.79e-4	0	0	9.79e-4	9.79e-4	0.250863	0.054048	0.250863	0.032837	NA	NonVenom	NA
scaffold-mi7	12379548	12380205	intergenic|scaffold-mi7:12379548.0-12380205	intergenic	256.304821	crovir-transcript-1633	11971996	10.756536	0.766321	TRUE	407880.5	FALSE	0.002682	0.002682	0	0	0.001229	0.001229	0.315049	0.073171	0.687407	0.073845	NA	NonVenom	NA
scaffold-mi7	12379548	12380205	intergenic|scaffold-mi7:12379548.0-12380205	intergenic	256.304821	crovir-transcript-1679	12029467	10.319226	0.773669	TRUE	350409.5	FALSE	0.003061	0.003061	0	0	0.001229	0.001229	0.315049	0.098464	0.784506	0.105196	NA	NonVenom	NA
scaffold-mi6	1105593	1106274	intergenic|scaffold-mi6:1105593.0-1106274	intergenic	6.561473	crovir-transcript-11436	1124206	11.17988	0.959981	TRUE	18272.5	FALSE	0.039979	0.039979	0.036733	0.036733	0.001229	0.037962	0.249087	0.061142	0.262324	0.042622	NA	NonVenom	NA
scaffold-mi6	1153029	1154132	genic|scaffold-mi6:1153029.0-1154132	genic	24.211017	crovir-transcript-11436	1124206	11.17988	0.959981	TRUE	29374.5	FALSE	0.026453	0.026453	0.018684	0.018684	0.001229	0.019913	0.482118	0.118343	0.640453	0.104059	NA	NonVenom	NA
scaffold-mi6	4594499	4595358	genic|scaffold-mi6:4594499.0-4595358	genic	6.061214	crovir-transcript-11478	4580153	12.804623	0.619056	TRUE	14775.5	FALSE	0.048094	0.048094	0.029517	0.029517	0.001229	0.030746	0.186359	0.061752	0.29151	0.024786	NA	NonVenom	NA
scaffold-mi6	4675372	4676306	intergenic|scaffold-mi6:4675372.0-4676306	intergenic	1000.453341	crovir-transcript-11436	1124206	11.17988	0.959981	TRUE	3551633	FALSE	4.08e-4	4.08e-4	0	0	4.08e-4	4.08e-4	0.408268	0.100215	0.408268	0.066334	NA	NonVenom	NA
scaffold-mi6	4675372	4676306	intergenic|scaffold-mi6:4675372.0-4676306	intergenic	1000.453341	crovir-transcript-11468	3804624	10.578466	0.948746	TRUE	871215	FALSE	0.001386	0.001386	0	0	0.001229	0.001229	1.229753	0.212787	1.386465	0.168481	NA	NonVenom	NA
scaffold-mi6	4675372	4676306	intergenic|scaffold-mi6:4675372.0-4676306	intergenic	1000.453341	crovir-transcript-11478	4580153	12.804623	0.619056	TRUE	95686	FALSE	0.009468	0.009468	0	0	0.001229	0.001229	1.229753	0.407489	9.472754	0.805423	NA	NonVenom	NA
scaffold-mi6	4675372	4676306	intergenic|scaffold-mi6:4675372.0-4676306	intergenic	1000.453341	crovir-transcript-11485	4742582	10.789312	0.253902	TRUE	66743	FALSE	0.012953	0.012953	0	0	0.001229	0.001229	1.229753	0.558081	12.959244	0.884918	NA	NonVenom	NA
scaffold-mi6	4675372	4676306	intergenic|scaffold-mi6:4675372.0-4676306	intergenic	1000.453341	crovir-transcript-11548	9039516	10.458124	0.874841	TRUE	4363677	FALSE	3.41e-4	3.41e-4	0	0	3.41e-4	3.41e-4	0.341308	0.056807	0.341308	0.036404	NA	NonVenom	NA
scaffold-mi6	9025949	9026204	intergenic|scaffold-mi6:9025949.0-9026204	intergenic	6.433782	crovir-transcript-11548	9039516	10.458124	0.874841	TRUE	13439.5	FALSE	0.052228	0.052228	0.054953	0.054953	0.001229	0.056182	0.361464	0.060161	0.336021	0.03584	NA	NonVenom	NA
scaffold-mi6	9033217	9033740	intergenic|scaffold-mi6:9033217.0-9033740	intergenic	8.658157	crovir-transcript-11548	9039516	10.458124	0.874841	TRUE	6037.5	FALSE	0.104764	0.104764	0.073855	0.073855	0.001229	0.075085	0.650094	0.1082	0.907066	0.096748	NA	NonVenom	NA
scaffold-mi6	9040155	9040455	genic|scaffold-mi6:9040155.0-9040455	genic	5.923545	crovir-transcript-11548	9039516	10.458124	0.874841	TRUE	789	FALSE	0.123436	0.123436	0.085514	0.085514	0.001229	0.086743	0.513825	0.08552	0.731179	0.077988	NA	NonVenom	NA
scaffold-mi6	9040801	9041375	genic|scaffold-mi6:9040801.0-9041375	genic	9.229931	crovir-transcript-11548	9039516	10.458124	0.874841	TRUE	1572	FALSE	0.123436	0.123436	0.085514	0.085514	0.001229	0.086743	0.800631	0.133255	1.139306	0.121519	NA	NonVenom	NA
scaffold-mi6	9041890	9042228	genic|scaffold-mi6:9041890.0-9042228	genic	8.387415	crovir-transcript-11548	9039516	10.458124	0.874841	TRUE	2543	FALSE	0.123436	0.123436	0.085514	0.085514	0.001229	0.086743	0.727549	0.121092	1.035309	0.110427	NA	NonVenom	NA
scaffold-mi9	1010516	1011584	intergenic|scaffold-mi9:1010516.0-1011584	intergenic	14.523494	crovir-transcript-4117	1028591	10.256227	0.985365	TRUE	17541	FALSE	0.041426	0.041426	0.02278	0.02278	0.001229	0.024009	0.348696	0.115122	0.60165	0.087909	NA	NonVenom	NA
scaffold-mi9	1030721	1031155	genic|scaffold-mi9:1030721.0-1031155	genic	4.661309	crovir-transcript-4117	1028591	10.256227	0.985365	TRUE	2347	FALSE	0.123436	0.123436	0.044203	0.044203	0.001229	0.045432	0.211774	0.069917000000000007	0.575374	0.08407	NA	NonVenom	NA
scaffold-mi9	1034445	1035168	genic|scaffold-mi9:1034445.0-1035168	genic	14.102915	crovir-transcript-4117	1028591	10.256227	0.985365	TRUE	6215.5	FALSE	0.10215	0.10215	0.044203	0.044203	0.001229	0.045432	0.640728	0.211535	1.440607	0.210492	NA	NonVenom	NA
scaffold-mi9	3597208	3597879	intergenic|scaffold-mi9:3597208.0-3597879	intergenic	8.055046	crovir-transcript-4159	3635105	10.188941	0.597255	TRUE	37561.5	FALSE	0.021359	0.021359	0.037063	0.037063	0.001229	0.038292	0.308447	0.183966	0.172049	0.057599	NA	NonVenom	NA
scaffold-mi9	6467427	6467618	genic|scaffold-mi9:6467427.0-6467618	genic	2.818936	crovir-transcript-4249	6471997	12.534878	0.879334	TRUE	4474.5	FALSE	0.123436	0.123436	0.071914	0.071914	0.001229	0.073143	0.206186	0.080026	0.347958	0.085622	NA	NonVenom	NA
scaffold-mi9	6470758	6471164	genic|scaffold-mi9:6470758.0-6471164	genic	5.204188	crovir-transcript-4249	6471997	12.534878	0.879334	TRUE	1036	FALSE	0.123436	0.123436	0.071914	0.071914	0.001229	0.073143	0.380652	0.147741	0.642384	0.158072	NA	NonVenom	NA
scaffold-mi10	774668	774993	intergenic|scaffold-mi10:774668.0-774993	intergenic	1.296447	crovir-transcript-12378	777682	10.591364	0.605028	TRUE	2851.5	FALSE	0.123436	0.123436	0.139471	0.139471	0.001229	0.1407	0.18241	0.0635	0.160028	0.026552	NA	NonVenom	NA
scaffold-mi10	774668	774993	intergenic|scaffold-mi10:774668.0-774993	intergenic	1.296447	crovir-transcript-12376	778957	12.921031	0.589725	TRUE	4126.5	FALSE	0.123436	0.123436	0.139471	0.139471	0.001229	0.1407	0.18241	0.063493	0.160028	0.026155	NA	NonVenom	NA
scaffold-mi10	828518	829124	genic|scaffold-mi10:828518.0-829124	genic	141.573611	crovir-transcript-12378	777682	10.591364	0.605028	TRUE	51139	FALSE	0.016331	0.016331	0.004695	0.004695	0.001229	0.005924	0.838655	0.291948	2.311969	0.383602	NA	NonVenom	NA
scaffold-mi10	828518	829124	genic|scaffold-mi10:828518.0-829124	genic	141.573611	crovir-transcript-12376	778957	12.921031	0.589725	TRUE	49864	FALSE	0.016693	0.016693	0.004695	0.004695	0.001229	0.005924	0.838655	0.29192	2.363314	0.386266	NA	NonVenom	NA
scaffold-mi10	1724949	1725421	intergenic|scaffold-mi10:1724949.0-1725421	intergenic	3.749379	crovir-transcript-12427	1730623	10.837753	0.721747	TRUE	5438	FALSE	0.114741	0.114741	0.106039	0.106039	0.001229	0.107268	0.402188	0.076572	0.430209	0.055756	NA	NonVenom	NA
scaffold-mi10	1725447	1725662	intergenic|scaffold-mi10:1725447.0-1725662	intergenic	3.143829	crovir-transcript-12427	1730623	10.837753	0.721747	TRUE	5068.5	FALSE	0.121984	0.121984	0.106039	0.106039	0.001229	0.107268	0.337232	0.064205	0.383496	0.049702	NA	NonVenom	NA
scaffold-mi10	1742536	1743113	intergenic|scaffold-mi10:1742536.0-1743113	intergenic	10.064029	crovir-transcript-12427	1730623	10.837753	0.721747	TRUE	12201.5	FALSE	0.056808	0.056808	0.029996	0.029996	0.001229	0.031226	0.314255	0.05983	0.571719	0.074096	NA	NonVenom	NA
scaffold-mi10	2770416	2770639	genic|scaffold-mi10:2770416.0-2770639	genic	2.62135	crovir-transcript-12466	2773631	10.478924	0.546001	TRUE	3103.5	FALSE	0.123436	0.123436	0.072901	0.072901	0.001229	0.07413	0.194321	0.058136	0.323569	0.054548	NA	NonVenom	NA
scaffold-mi10	2770772	2770916	genic|scaffold-mi10:2770772.0-2770916	genic	2.949252	crovir-transcript-12466	2773631	10.478924	0.546001	TRUE	2787	FALSE	0.123436	0.123436	0.072901	0.072901	0.001229	0.07413	0.218629	0.065408	0.364044	0.061372	NA	NonVenom	NA
scaffold-mi10	4408412	4408618	genic|scaffold-mi10:4408412.0-4408618	genic	2.253012	crovir-transcript-12564	4402202	10.609529	0.21282	TRUE	6313	FALSE	0.100776	0.100776	0.053602	0.053602	0.001229	0.054831	0.123534	0.05168	0.227049	0.054195	NA	NonVenom	NA
scaffold-mi10	4935686	4936433	genic|scaffold-mi10:4935686.0-4936433	genic	11.858384	crovir-transcript-12641	4945935	10.00175	0.906237	TRUE	9875.5	FALSE	0.068284	0.068284	0.019895	0.019895	0.001229	0.021124	0.250498	0.062563	0.809734	0.086602	NA	NonVenom	NA
scaffold-mi10	4941249	4941765	genic|scaffold-mi10:4941249.0-4941765	genic	6.846812	crovir-transcript-12641	4945935	10.00175	0.906237	TRUE	4428	FALSE	0.123436	0.123436	0.050615	0.050615	0.001229	0.051845	0.354971	0.088656	0.845143	0.090389	NA	NonVenom	NA
scaffold-mi10	4944303	4944580	genic|scaffold-mi10:4944303.0-4944580	genic	7.90399	crovir-transcript-12641	4945935	10.00175	0.906237	TRUE	1493.5	FALSE	0.123436	0.123436	0.050615	0.050615	0.001229	0.051845	0.40978	0.102345	0.975637	0.104345	NA	NonVenom	NA
scaffold-mi10	4947435	4947816	intergenic|scaffold-mi10:4947435.0-4947816	intergenic	3.979382	crovir-transcript-12641	4945935	10.00175	0.906237	TRUE	1690.5	FALSE	0.123436	0.123436	0.050615	0.050615	0.001229	0.051845	0.20631	0.051527	0.491199	0.052534	NA	NonVenom	NA
scaffold-mi10	4999563	4999924	genic|scaffold-mi10:4999563.0-4999924	genic	2.585327	crovir-transcript-12621	4997223	10.484263	0.752475	TRUE	2520.5	FALSE	0.123436	0.123436	0.097173	0.097173	0.001229	0.098402	0.254402	0.088487	0.319123	0.05933	NA	NonVenom	NA
scaffold-mi10	5001123	5001555	genic|scaffold-mi10:5001123.0-5001555	genic	2.094376	crovir-transcript-12621	4997223	10.484263	0.752475	TRUE	4116	FALSE	0.123436	0.123436	0.080568	0.080568	0.001229	0.081797	0.171314	0.059587	0.258522	0.048063	NA	NonVenom	NA
scaffold-mi10	5082169	5082566	intergenic|scaffold-mi10:5082169.0-5082566	intergenic	5.387402	crovir-transcript-12623	5079123	10.052642	0.921054	TRUE	3244.5	FALSE	0.123436	0.123436	0.069232	0.069232	0.001229	0.070461	0.379603	0.075939	0.665	0.068606	NA	NonVenom	NA
scaffold-mi10	5083600	5084470	intergenic|scaffold-mi10:5083600.0-5084470	intergenic	14.795504	crovir-transcript-12623	5079123	10.052642	0.921054	TRUE	4912	FALSE	0.123436	0.123436	0.069232	0.069232	0.001229	0.070461	1.042511	0.208552	1.826299	0.188413	NA	NonVenom	NA
scaffold-mi10	5129157	5129586	intergenic|scaffold-mi10:5129157.0-5129586	intergenic	8.838649	crovir-transcript-12634	5127895	11.401177	0.816785	TRUE	1476.5	FALSE	0.123436	0.123436	0.040652	0.040652	0.001229	0.041881	0.370172	0.106123	1.091008	0.165222	NA	NonVenom	NA
scaffold-mi10	5168990	5169830	intergenic|scaffold-mi10:5168990.0-5169830	intergenic	14.431442	crovir-transcript-12634	5127895	11.401177	0.816785	TRUE	41515	FALSE	0.019578	0.019578	0.01519	0.01519	0.001229	0.016419	0.236955	0.067932	0.282542	0.042788	NA	NonVenom	NA
scaffold-mi10	5168990	5169830	intergenic|scaffold-mi10:5168990.0-5169830	intergenic	14.431442	crovir-transcript-12625	5188562	10.000402	0.486913	TRUE	19152	FALSE	0.038377	0.038377	0.005892	0.005892	0.001229	0.007121	0.102764	0.051873	0.553841	0.106989	NA	NonVenom	NA
scaffold-mi10	5215311	5216814	genic|scaffold-mi10:5215311.0-5216814	genic	20.679608	crovir-transcript-12625	5188562	10.000402	0.486913	TRUE	27500.5	FALSE	0.028014	0.028014	0.004093	0.004093	0.001229	0.005322	0.110057	0.055554	0.579327	0.111913	NA	NonVenom	NA
scaffold-ma2	2809894	2810362	genic|scaffold-ma2:2809894.0-2810362	genic	3.483078	crovir-transcript-13165	2819004	10.635515	0.522439	TRUE	8876	FALSE	0.074926	0.074926	0.062789	0.062789	0.001229	0.064019	0.222981	0.122	0.260971	0.101698	NA	NonVenom	NA
scaffold-ma2	2822562	2822784	intergenic|scaffold-ma2:2822562.0-2822784	intergenic	1.038011	crovir-transcript-13165	2819004	10.635515	0.522439	TRUE	3669	FALSE	0.123436	0.123436	0.102573	0.102573	0.001229	0.103802	0.107748	0.058952	0.128128	0.04993	NA	NonVenom	NA
scaffold-ma2	2905439	2905677	genic|scaffold-ma2:2905439.0-2905677	genic	2.547158	crovir-transcript-13168	2909876	11.093557	0.43235	TRUE	4318	FALSE	0.123436	0.123436	0.060709	0.060709	0.001229	0.061939	0.157768	0.082446	0.314411	0.09217	NA	NonVenom	NA
scaffold-ma2	2905992	2906783	genic|scaffold-ma2:2905992.0-2906783	genic	6.259265	crovir-transcript-13168	2909876	11.093557	0.43235	TRUE	3488.5	FALSE	0.123436	0.123436	0.060709	0.060709	0.001229	0.061939	0.38769	0.202599	0.772619	0.226494	NA	NonVenom	NA
scaffold-ma2	4375790	4376283	intergenic|scaffold-ma2:4375790.0-4376283	intergenic	4.836554	crovir-transcript-13215	4377779	14.214623	0.867371	TRUE	1742.5	FALSE	0.123436	0.123436	0.084392	0.084392	0.001229	0.085622	0.414113	0.100357	0.597005	0.093147	NA	Venom	PER5_cvt13215-Vespryn
scaffold-ma2	4381609	4382118	genic|scaffold-ma2:4381609.0-4382118	genic	4.126845	crovir-transcript-13215	4377779	14.214623	0.867371	TRUE	4084.5	FALSE	0.123436	0.123436	0.084392	0.084392	0.001229	0.085622	0.353347	0.085631	0.509401	0.079479	NA	Venom	PER6_cvt13215-Vespryn
scaffold-ma2	7280987	7282045	intergenic|scaffold-ma2:7280987.0-7282045	intergenic	14.542204	crovir-transcript-13286	7313534	10.637785	0.94656	TRUE	32018	FALSE	0.024542	0.024542	0.017954	0.017954	0.001229	0.019183	0.278968	0.081051	0.3569	0.070794	NA	NonVenom	NA
scaffold-ma2	31895121	31895366	intergenic|scaffold-ma2:31895121.0-31895366	intergenic	1.220189	crovir-transcript-13459	31896135	13.585742	0.453331	TRUE	891.5	FALSE	0.123436	0.123436	0.028721	0.028721	0.001229	0.02995	0.036545	0.052664	0.150615	0.134464	NA	NonVenom	NA
scaffold-ma2	32605583	32606005	genic|scaffold-ma2:32605583.0-32606005	genic	8.253405	crovir-transcript-13451	32606890	12.525396	0.997692	TRUE	1096	FALSE	0.123436	0.123436	0.044519	0.044519	0.001229	0.045748	0.377579	0.121749	1.018768	0.143322	NA	NonVenom	NA
scaffold-ma2	32618465	32619987	intergenic|scaffold-ma2:32618465.0-32619987	intergenic	20.168769	crovir-transcript-13451	32606890	12.525396	0.997692	TRUE	12336	FALSE	0.056269	0.056269	0.023922	0.023922	0.001229	0.025151	0.507259	0.163563	1.134876	0.159656	NA	NonVenom	NA
scaffold-ma2	32618465	32619987	intergenic|scaffold-ma2:32618465.0-32619987	intergenic	20.168769	crovir-transcript-13450	32640752	10.101063	0.111344	TRUE	21526	FALSE	0.034668	0.034668	0.00573	0.00573	0.001229	0.006959	0.14036	0.113452	0.699206	0.227708	NA	NonVenom	NA
scaffold-ma2	32618465	32619987	intergenic|scaffold-ma2:32618465.0-32619987	intergenic	20.168769	crovir-transcript-13461	32716891	10.049152	0.909152	TRUE	97665	FALSE	0.009301	0.009301	0.003822	0.003822	0.001229	0.005051	0.101867	0.05645	0.187596	0.060373	NA	NonVenom	NA
scaffold-ma2	32664681	32665216	intergenic|scaffold-ma2:32664681.0-32665216	intergenic	5.056503	crovir-transcript-13450	32640752	10.101063	0.111344	TRUE	24196.5	FALSE	0.031314	0.031314	0.012332	0.012332	0.001229	0.013562	0.068574	0.055428	0.15834	0.051566	NA	NonVenom	NA
scaffold-ma2	36203956	36204336	genic|scaffold-ma2:36203956.0-36204336	genic	2.01375	crovir-transcript-13497	36200510	10.263214	0.217739	TRUE	3636	FALSE	0.123436	0.123436	0.108366	0.108366	0.001229	0.109595	0.220698	0.233585	0.248569	0.130028	NA	NonVenom	NA
scaffold-ma2	36703791	36704031	genic|scaffold-ma2:36703791.0-36704031	genic	1.689276	crovir-transcript-13508	36702745	10.70986	0.655402	TRUE	1166	FALSE	0.123436	0.123436	0.10321	0.10321	0.001229	0.104439	0.176426	0.129169	0.208518	0.086632	NA	NonVenom	NA
scaffold-ma2	36704512	36704666	genic|scaffold-ma2:36704512.0-36704666	genic	1.830878	crovir-transcript-13508	36702745	10.70986	0.655402	TRUE	1844	FALSE	0.123436	0.123436	0.10321	0.10321	0.001229	0.104439	0.191215	0.139996	0.225996	0.093894	NA	NonVenom	NA
scaffold-ma2	36715702	36716198	genic|scaffold-ma2:36715702.0-36716198	genic	10.308297	crovir-transcript-13508	36702745	10.70986	0.655402	TRUE	13205	FALSE	0.053034	0.053034	0.024126	0.024126	0.001229	0.025356	0.261373	0.191363	0.546685	0.22713	NA	NonVenom	NA
scaffold-ma2	38988559	38989183	genic|scaffold-ma2:38988559.0-38989183	genic	10.967175	crovir-transcript-13541	38985352	10.388907	0.262586	TRUE	3519	FALSE	0.123436	0.123436	0.071595	0.071595	0.001229	0.072824	0.798675	0.452762	1.353745	0.494191	NA	NonVenom	NA
scaffold-ma2	41901058	41901873	intergenic|scaffold-ma2:41901058.0-41901873	intergenic	35.715997	crovir-transcript-13572	41898142	10.65923	0.605514	TRUE	3323.5	FALSE	0.123436	0.123436	0.07934	0.07934	0.001229	0.080569	2.877598	0.656271	4.408642	0.637441	NA	NonVenom	NA
scaffold-ma2	43659495	43660331	genic|scaffold-ma2:43659495.0-43660331	genic	16.046914	crovir-transcript-13587	43661673	10.145809	0.561456	TRUE	1760	FALSE	0.123436	0.123436	0.043838	0.043838	0.001229	0.045067	0.723182	0.272903	1.980768	0.40344	NA	NonVenom	NA
