"","Lvr_11","Lvr_4","ODPE_1","Panc_1","Pnc_11","Pnc_4","RVG_11","RVG_4","Stom_1"
"PIMREG_crovir-transcript-10009",5.88380719939508,5.41954819654739,5.10709815033543,4.2321267594898,3.12831535210855,3.12831535210855,4.58672611979261,4.54523853655389,3.67293531228728
"SRSF10_crovir-transcript-1001",10.0648402520318,9.63391333819016,8.56462196024438,8.91592609426344,8.88099632755702,8.75863733569463,8.35642382982788,8.43511209398974,8.30997284884125
"PHKG1_crovir-transcript-10010",3.12831535210855,4.21945648812805,3.64400471121938,3.12831535210855,3.12831535210855,3.12831535210855,4.27619605175038,3.12831535210855,3.12831535210855
"ASL_crovir-transcript-10011",9.67698480050558,9.15655595901244,3.64400471121938,5.79480986965217,7.28771613946421,7.46548748502834,3.68044254518653,3.12831535210855,3.12831535210855
"MPO_crovir-transcript-10012",3.12831535210855,3.12831535210855,3.8538298016991,3.12831535210855,3.12831535210855,3.12831535210855,3.12831535210855,3.53592809845547,3.98204608287748
"LOC103057465_crovir-transcript-10013",7.82504940402365,8.44167663029664,8.94461817251392,7.47782483220679,8.10006185357073,7.3992979165574,9.45774401203453,8.71160531536472,7.20438191899883
"PSPH_crovir-transcript-10014",14.5208723665061,12.972731802143,8.34660044339557,14.4214287404748,13.7144685865148,13.4042443445663,9.07106571267587,7.08401789326163,8.75966633514138
"LOC103067236_crovir-transcript-10015",4.25309102927022,3.12831535210855,4.94558805823716,4.65539979345766,6.37603235102296,4.45302589374117,6.16019996581403,6.18287636227043,5.80321872674002
"GUSB_crovir-transcript-10016",7.18512915989861,7.30141046697467,5.29473783415675,6.70764315305142,5.99920175205506,6.88297040562809,4.27619605175038,5.47841038294199,5.58652202720573
"NCF1_crovir-transcript-10017",3.12831535210855,5.22077575540598,4.25846164674008,6.70764315305142,5.84696915829467,6.42905547685534,3.12831535210855,4.49351852294836,5.44197542050881
"RCC1L_crovir-transcript-10018",4.41696930720056,5.96800754347028,5.82762720728959,5.12953730782434,4.19664840275317,4.57021546471768,6.06404627953108,6.40505367402892,5.68103456656309
"CASTOR2_crovir-transcript-10019",6.24995588465629,5.18448452807813,5.10709815033543,7.43355675868913,8.55006131410201,8.42189156211849,5.72772809795588,5.91868206922835,6.69708688301441
"GALE_crovir-transcript-1002",11.4570584493493,9.52855765044072,10.9700601571006,6.82698244007953,6.08312187612424,6.6513756744302,12.2383052381778,9.72064685886999,8.03939948828288
"AUTS2_crovir-transcript-10020",5.27829818203567,4.5792652090294,3.64400471121938,3.77581124617969,4.60818549547854,3.12831535210855,3.68044254518653,3.82974291659607,6.59648807413213
"RHBDD2_crovir-transcript-10021",7.07935547008282,6.35962516070907,6.58093224294229,6.23998838752928,6.58081087964492,6.50710254482938,6.55165775663325,6.59697366397345,5.50584161091768
"POR_crovir-transcript-10022",14.1918339305275,14.2727831097893,8.77642677501187,9.90886958082863,10.4064782213078,10.6902019866986,8.62879154604642,9.45197875837949,11.2640517877684
"MDH2_crovir-transcript-10023",12.0918695621635,11.8557844105677,10.0229946994091,9.60142855263356,9.86798755985194,9.29743869416918,9.81314921591894,9.30584465576925,10.3566604623989
"TAF15_crovir-transcript-10024",8.89949438149134,7.95392721634068,8.01590240882369,8.57996680626476,8.50092001980618,7.88831472806029,7.9763274470832,7.20620130356713,8.73851746557241
"TMEM120A_crovir-transcript-10025",9.8457083000196,9.53196920774104,7.82048757701251,7.61624338363293,8.95582456419588,9.29743869416918,7.9837440552808,7.94808184481019,8.51794308120375
"STYXL1_crovir-transcript-10026",5.08162097592705,5.7694781408561,4.01238094770446,5.79480986965217,6.0277408229617,5.16642184607714,3.68044254518653,3.53592809845547,5.46360550296803
"LOC103059914_crovir-transcript-10027",8.39177041152506,7.95392721634068,3.12831535210855,6.13198007422487,6.58081087964492,4.16820341740058,3.9045190549587,3.12831535210855,3.12831535210855
"STYXL1_crovir-transcript-10028",6.46527577261188,6.3440053856858,4.01238094770446,6.27421954833013,6.70837151476659,5.56983400494164,3.68044254518653,3.53592809845547,5.17716377345534
"MMP28_crovir-transcript-10029",3.93345898510746,4.12816687305376,3.64400471121938,3.12831535210855,3.12831535210855,3.12831535210855,3.51991189964798,3.93567846558262,5.39762988397906
"PPT1_crovir-transcript-1003",6.1382485375789,6.1950318180844,7.1526895632906,6.13198007422487,5.03185026401192,6.16508851648895,7.39286972444746,7.56941585750546,6.1808578153988
"PIK3CG_crovir-transcript-10032",5.2031983164129,5.18448452807813,5.45875027827704,6.1689155841342,5.14570648205947,5.16642184607714,5.42397398822161,6.2653573755603,7.60185655074892
"UBE2G1_crovir-transcript-10033",9.46700682966069,9.75708819475518,8.29562805680565,8.73362264800108,8.62076743997596,9.23065317911129,7.93866002820782,8.57732639629339,8.01496466365708
"ANKFY1_crovir-transcript-10034",8.62424053180176,8.07123316574988,6.54619014624811,6.30763724800394,7.33345727861384,6.13244547568503,6.6674736443884,6.25194260357326,8.15251852798134
"LOC103065095_crovir-transcript-10035",7.41579934190549,7.65501658829339,8.09556915993279,8.28069001910974,7.2162457774246,8.35375411761843,7.37037679390867,7.42315602303354,8.76176425623839
"ORAI2_crovir-transcript-10036",4.15921980488054,4.30249735863403,4.25846164674008,4.53228281855095,4.83875209856851,4.94568183283563,3.99361402152016,4.02814327979528,4.77066888756504
"LOC103065510_crovir-transcript-10037",5.51172255683517,6.86399060749491,3.12831535210855,5.27806052858502,5.29948809088695,5.23222538821936,3.9045190549587,4.32097218294801,4.37409310725722
"SH2B2_crovir-transcript-10038",4.99354942486429,6.06712688813013,4.25846164674008,4.76641774604019,4.97079703398051,4.45302589374117,3.12831535210855,4.02814327979528,4.13285093466083
"LOC103066324_crovir-transcript-10039",11.959091579376,10.9745905362897,6.75816328015171,8.93717472610754,10.2577084042373,10.2571008804614,7.18295057942817,6.52107019797166,10.3051061794532
"LRWD1_crovir-transcript-10040",7.32625317550081,7.74020520919286,6.92925433894021,7.01945892250784,7.85599466962511,6.94010850855842,6.73091546045563,7.06893279291654,7.11499889386002
"PRKRIP1_crovir-transcript-10041",7.31782846692606,7.67987564991085,6.51057519008867,7.1347343011803,7.04795378967664,6.8435664421279,6.16019996581403,7.14281664555048,7.06812339774528
"uknown_crovir-transcript-10042",7.37578797693124,7.82620373635875,7.48004502455657,7.62937908611926,8.0867952284987,8.01731914769264,6.70407182104774,6.91707932989923,6.902296298324
"ALKBH4_crovir-transcript-10043",4.41696930720056,4.63855678798486,4.75949878198965,5.12953730782434,4.76686024192147,4.45302589374117,4.39044902356647,4.59460978312036,4.77066888756504
"RASA4B_crovir-transcript-10044",4.68322293351377,6.71491716441017,4.36043813789728,6.78043959918326,6.97756173131904,6.92131542841355,4.39044902356647,3.93567846558262,6.57740637623401
"CALN1_crovir-transcript-10046",3.12831535210855,3.12831535210855,3.12831535210855,4.03664056949698,4.05860235942908,4.67608013262811,3.12831535210855,3.12831535210855,3.12831535210855
"WSCD1_crovir-transcript-10047",5.54196152256803,4.21945648812805,4.14408243369286,5.93103416962432,6.4821222146534,5.79805017984768,3.51991189964798,3.82974291659607,5.8198170641134
"EXO5_crovir-transcript-10048",3.12831535210855,3.12831535210855,3.12831535210855,4.2321267594898,4.97079703398051,3.12831535210855,3.99361402152016,3.7028813742992,4.52288302574208
"RAP1GAP2_crovir-transcript-10049",5.12344856376886,4.94181738594047,4.88669754284887,6.91574466809751,7.08858362321778,6.6513756744302,3.51991189964798,3.12831535210855,6.79927930398754
"LYRM9_crovir-transcript-10050",6.03782231995527,5.06899236095549,4.25846164674008,5.04825728113288,5.19902840418558,4.45302589374117,3.68044254518653,4.18646943395602,4.61168589064662
"IFT20_crovir-transcript-10051",6.44982991697797,8.11287027315502,8.87343581205219,8.14108548542914,7.59039269227105,8.62051553002894,8.65919523643236,8.91016399802821,5.96084223779634
"NLK_crovir-transcript-10052",5.2031983164129,6.67818027314088,4.53793749331737,6.0940425443497,6.13638863255731,6.532190448378,4.96561367086628,5.18871373412954,5.39762988397906
"TNFAIP1_crovir-transcript-10053",7.75199499314596,7.89679079992715,6.92925433894021,7.60298649622114,8.08011578950684,8.53080681563523,7.33014507122352,7.44665027624036,6.8317766917142
"MSI1_crovir-transcript-10054",3.12831535210855,3.76815187112384,4.14408243369286,4.96134045797007,3.12831535210855,4.45302589374117,4.89888884373154,5.06494508896039,4.26117114511745
"PAFAH1B1_crovir-transcript-10055",9.33169147048392,8.79692363731836,8.52976472076311,9.41336086714407,9.4891602786621,9.66650006893007,8.67530463275037,8.93523899177015,9.59731618452514
"EIF4H_crovir-transcript-10056",10.7383650738651,11.1585193172626,10.7119573045123,11.2678922779399,11.003892786361,11.3896781976591,10.6552313597605,10.6290718347903,10.7627250688799
"LAT2_crovir-transcript-10057",3.93345898510746,3.90883605843125,3.8538298016991,3.77581124617969,3.12831535210855,3.98331321376089,3.51991189964798,4.11097683329863,3.12831535210855
"SPNS1_crovir-transcript-10058",3.12831535210855,3.58258617158208,3.12831535210855,3.77581124617969,3.67155555030768,3.12831535210855,3.12831535210855,3.53592809845547,3.12831535210855
"SPNS2_crovir-transcript-10059",3.12831535210855,4.12816687305376,3.64400471121938,4.2321267594898,4.05860235942908,4.32098396834844,3.9045190549587,4.18646943395602,3.51455605191961
"MYOM3_crovir-transcript-1006",4.15921980488054,3.12831535210855,3.8538298016991,3.12831535210855,3.89216636070402,3.12831535210855,3.12831535210855,3.12831535210855,3.67293531228728
"MYBBP1A_crovir-transcript-10060",8.71343252525481,8.7301610731262,9.07118928159613,9.01417934722087,8.53549407368775,8.40851943141914,9.60071953353602,9.61212431364969,7.6389095505248
"RFC2_crovir-transcript-10061",8.01910795964871,8.10372108579051,6.18781562494532,6.75658530958752,7.84026270498374,8.6939879167918,5.51190737080243,7.28004642647761,6.99837582261336
"LOC103059585_crovir-transcript-10063",11.3774538119838,12.4229477775636,10.6453704887569,8.90518317647875,9.75940327931704,10.9040874571699,9.58131634144963,11.6729543931566,9.1298011846687
"CLIP2_crovir-transcript-10064",4.33842756310622,3.58258617158208,4.75949878198965,4.03664056949698,4.69026951745005,3.12831535210855,5.11823323645496,4.11097683329863,4.52288302574208
"GTF2IRD1_crovir-transcript-10065",5.27829818203567,5.47966629822325,7.32568786810184,7.17118448822425,7.78380500099972,7.74659355635048,6.8661155032106,6.83909442002897,7.62512639307958
"GTF2I_crovir-transcript-10066",7.67502948274335,7.68602381634463,7.26323491371014,7.58960615785503,7.4930641944951,7.06516295722735,8.00576729368389,7.66760317981987,7.97932212338437
"MRM1_crovir-transcript-10067",6.56892111266708,7.20179315725902,5.76757170852921,6.01492525791358,6.56161517761146,6.60489557111693,5.79843285383149,4.7729215473099,5.52647022767915
"MRPS23_crovir-transcript-10068",8.82437000833008,8.68489280396538,7.1526895632906,8.47488631144705,8.69691949031614,8.07772946977541,6.81690621792142,6.52107019797166,8.40433696386327
"VEZF1_crovir-transcript-10069",9.23461380828137,9.10937509103595,8.35658201120895,8.86139264636039,8.99183100139159,8.81545543446176,8.36496452141905,8.33813611159352,8.84128924728175
"CUEDC1_crovir-transcript-10070",4.55820239349117,4.84908364854708,5.00178184580157,3.12831535210855,3.89216636070402,3.12831535210855,6.48999910134238,6.01775032811696,5.39762988397906
"LOC103066223_crovir-transcript-10071",3.12831535210855,3.12831535210855,4.53793749331737,4.53228281855095,4.05860235942908,4.57021546471768,4.67301951367941,4.68723756578265,4.47559539248335
"NOS2_crovir-transcript-10072",6.54007363167056,4.30249735863403,3.64400471121938,5.79480986965217,5.99920175205506,4.45302589374117,3.99361402152016,3.82974291659607,5.66265134425095
"LGALS8_crovir-transcript-10073",10.1793880797342,9.22771269563485,5.37928902751063,6.97887212233415,7.44180903350433,6.71836424877663,5.28005585533678,4.9276455769845,8.646139513965
"KSR1_crovir-transcript-10074",4.68322293351377,4.02606034570417,6.04469913519779,4.76641774604019,5.09005985953119,5.02366186883288,5.81555382292613,5.24638504367289,5.44197542050881
"WSB1_crovir-transcript-10075",12.8093387166015,12.300044544608,9.7035468696371,11.2855977355453,10.7247052041295,10.5204493862661,9.5035622740014,9.63270496616582,8.48275781439541
"ACACA_crovir-transcript-10076",5.38341822799924,4.5792652090294,5.63892046232302,4.76641774604019,4.51956200617705,3.12831535210855,6.1468620352546,5.98550695379291,5.46360550296803
"ACACA_crovir-transcript-10077",8.39576919216944,7.76944652669331,7.12951847396153,6.49304623206811,6.63688768071862,5.16642184607714,7.33014507122352,7.75010758689435,5.8198170641134
"CAP1_crovir-transcript-1008",8.40769937130874,8.2435589644542,9.29520191432767,8.38493055781167,7.87155645388384,8.56133440038109,9.37986230419786,8.77779766688541,8.97024945881145
"AATF_crovir-transcript-10080",4.74091953858639,4.45005254428483,4.94558805823716,5.53247309039571,4.3163707904675,4.67608013262811,5.51190737080243,5.35457906310044,5.80321872674002
"AATF_crovir-transcript-10081",4.68322293351377,5.44994648124562,4.36043813789728,5.41136352177607,5.47990770171553,5.56983400494164,5.59442471114855,5.24638504367289,5.0656273300926
"SYNRG_crovir-transcript-10082",6.36996218030681,6.86399060749491,7.62768330845139,6.20490208446501,5.9098859660848,6.02967442829235,7.56114946018438,7.29954281871753,7.21055793756095
"HEATR6_crovir-transcript-10083",7.85442657556325,7.70431210245778,7.00767687312124,8.14108548542914,8.06666321778881,8.97359505476943,6.63939311135834,7.33145903924097,7.04755399020173
"SYNRG_crovir-transcript-10084",6.48055480924357,7.48907188588233,6.66423971118074,7.09733172248808,6.08312187612424,5.87964758595897,6.68589046854276,6.12506344894335,6.86354985521274
"MNT_crovir-transcript-10085",7.19436849111184,6.65315088746699,6.16495695638278,7.89161017700932,7.53279045560448,7.98162544811439,6.13339575522411,5.56981325196094,7.07491465720964
"CLUH_crovir-transcript-10086",9.10145230735534,8.32058714376756,8.03468224307346,6.75658530958752,6.9335996497442,7.3011825677707,8.36496452141905,7.72632916435582,7.83919145046788
"SGSM2_crovir-transcript-10087",3.12831535210855,3.90883605843125,3.12831535210855,4.96134045797007,5.56170530521437,5.35459857464792,3.80251297833904,4.11097683329863,4.84269483978549
"NF1_crovir-transcript-10088",6.56892111266708,5.79300400566128,6.23244449907098,5.64355687123351,5.74684931258736,5.51918771257114,6.11979855563962,6.73759611287914,7.29433862088815
"NF1_crovir-transcript-10089",5.12344856376886,4.94181738594047,5.15663822744249,5.20593690416076,5.03185026401192,5.02366186883288,5.02891160602556,4.85277554584445,5.76940771034459
"PITHD1_crovir-transcript-1009",8.46210350350267,8.34795882387874,10.6484186451317,9.92756536027008,9.57472901484733,9.29016899373855,10.0565164372796,10.2372603339227,8.77220830669779
"LOC103054522_crovir-transcript-10090",3.12831535210855,4.21945648812805,4.25846164674008,3.12831535210855,4.42297115126144,5.02366186883288,4.67301951367941,4.11097683329863,4.26117114511745
"SRSF1_crovir-transcript-10091",10.8246389899151,9.92736696807714,9.88162630089831,10.3755987872701,11.2747083206626,10.9416838934563,9.70412980721383,9.35467147041411,10.1319000535844
"ACACA_crovir-transcript-10092",5.76223482838451,5.02802680138349,5.37928902751063,4.76641774604019,4.51956200617705,3.12831535210855,6.53140154732391,6.40505367402892,5.39762988397906
"RRP15_crovir-transcript-10093",4.62245744450116,5.44994648124562,6.33818362473018,4.65539979345766,4.76686024192147,4.57021546471768,7.59547233857693,6.54317466891529,5.32819191437879
"UBR4_crovir-transcript-10094",3.78850161301803,5.14713840589498,5.85669907937862,4.53228281855095,4.19664840275317,3.12831535210855,5.44650699415512,5.43025516274287,5.68103456656309
"UBR4_crovir-transcript-10095",4.25309102927022,4.37897134865353,4.88669754284887,4.65539979345766,4.42297115126144,4.16820341740058,4.79135218635824,5.18871373412954,5.17716377345534
"TADA2A_crovir-transcript-10096",5.57153531165775,6.80848478289955,6.9820113426612,5.53247309039571,5.2502299879605,5.75535976867757,5.9910656954672,6.2653573755603,5.37488774845054
"LOC103050107_crovir-transcript-10097",3.12831535210855,4.02606034570417,3.64400471121938,3.12831535210855,3.12831535210855,3.12831535210855,4.58672611979261,3.93567846558262,3.89408462985608
"VCL_crovir-transcript-10098",5.95191836671891,6.15966501556304,7.02033886265987,7.54870079544557,6.69083465581637,7.3156167030447,7.07568417470838,6.25194260357326,9.33953235806558
"PLAU_crovir-transcript-10099",4.33842756310622,5.74554133706542,5.49676984301051,5.41136352177607,7.50309926116351,6.82344854390134,5.35398087006356,5.15887968085164,5.17716377345534
"LOC103057353_crovir-transcript-101",4.48993120330163,4.12816687305376,8.82754179368476,4.86781871415872,5.03185026401192,4.57021546471768,10.2478686653879,9.50177679679915,5.64401607432665
"LYPLA2_crovir-transcript-1010",8.97891314022804,8.19700538904862,9.46619730634672,8.29722623870923,8.16462109153963,8.32557044980544,9.12063901931664,9.30744579184832,8.81324389532191
"RTKN2_crovir-transcript-10100",8.59671732985838,7.57111992902677,4.82479482681804,5.58915686029713,7.08858362321778,6.16508851648895,4.79135218635824,4.32097218294801,4.77066888756504
"ZNF365_crovir-transcript-10101",6.58312776099534,7.22735414145579,4.45295373177185,5.27806052858502,6.05570642035027,5.35459857464792,4.63070165393324,4.32097218294801,4.80722849603487
"ADK_crovir-transcript-10102",11.3239327496893,10.5515723342045,9.19311937928335,9.07295262533969,8.83416127580617,9.14458891878428,9.08491220530825,9.68167336551612,7.86677060814227
"LOC103048413_crovir-transcript-10103",8.02428558881059,7.99410086968841,6.72753915959431,9.44707546115716,9.80260702689788,9.06588875353259,6.6203596058721,6.63859109865089,8.84920300582209
"DUSP13_crovir-transcript-10105",3.78850161301803,3.12831535210855,3.12831535210855,3.12831535210855,3.12831535210855,3.12831535210855,3.80251297833904,3.12831535210855,3.67293531228728
"SAMD8_crovir-transcript-10106",8.19468327582862,7.92823700334779,8.22654724699849,7.41849206663703,7.31076908443522,7.79882581893535,8.25285075781417,8.1509311126281,7.81916321975102
"SAMD8_crovir-transcript-10107",4.41696930720056,5.18448452807813,5.29473783415675,4.96134045797007,4.69026951745005,3.12831535210855,5.83246419264795,6.09523545205882,5.8198170641134
"VDAC2_crovir-transcript-10108",11.3769485269419,11.538947270343,11.0620817962347,11.3444197722308,11.7433618231685,11.8544256419297,10.8471628062138,10.8456217425146,11.7990088587456
"AP3M1_crovir-transcript-10109",6.33670518779333,7.14926072478717,8.01590240882369,7.99664313145058,7.35579215021627,7.25698722983156,7.81103652341743,7.99657741690747,6.96218288650423
"ELOA_crovir-transcript-1011",5.03835961310694,5.14713840589498,5.82762720728959,4.86781871415872,4.3163707904675,3.98331321376089,6.45813281681903,6.16864538857131,6.03339908299419
"DUPD1_crovir-transcript-10110",4.99354942486429,3.76815187112384,3.12831535210855,5.27806052858502,5.52142975666658,5.35459857464792,5.05939489375973,3.53592809845547,4.06091330682609
"LOC103067482_crovir-transcript-10111",3.12831535210855,3.12831535210855,3.12831535210855,7.86965120900125,8.25040158386914,7.85909929630141,3.9045190549587,3.12831535210855,3.67293531228728
"uknown_crovir-transcript-10112",4.15921980488054,3.12831535210855,4.36043813789728,4.53228281855095,4.19664840275317,3.73724641090161,4.39044902356647,4.11097683329863,4.84269483978549
"COMTD1_crovir-transcript-10113",8.68103845933913,8.70317106113199,8.81312150042641,7.18906746279515,7.25242641006505,7.87864202055042,8.03104228754599,8.28708494684738,7.37898288062806
"HNRNPM_crovir-transcript-10114",10.0497018927636,10.2024737308189,9.46619730634672,9.24468185914901,9.84258419943312,9.69705245563235,9.33567086365681,9.48064496490447,8.84722863509953
"ADPRHL2_crovir-transcript-10115",5.86033652387269,6.08613146454627,5.25032128948478,5.74622926078455,5.43705360263037,5.66575974314998,5.20168412682637,5.45455032441754,5.68103456656309
"KCNMA1_crovir-transcript-10116",3.12831535210855,3.58258617158208,3.8538298016991,4.2321267594898,4.3163707904675,3.73724641090161,3.99361402152016,3.7028813742992,4.87714082737206
"RAPGEF6_crovir-transcript-10117",6.11873277652791,6.1950318180844,6.14171898354388,6.43390662365116,6.56161517761146,5.61864617361593,6.8001182990898,6.61793484138044,6.49840327980988
"KCNMA1_crovir-transcript-10118",3.12831535210855,3.12831535210855,3.12831535210855,4.53228281855095,3.12831535210855,5.41175767055243,3.68044254518653,3.12831535210855,5.0656273300926
"MMP9_crovir-transcript-10119",4.68322293351377,4.51659997244717,3.12831535210855,3.12831535210855,4.51956200617705,4.94568183283563,3.99361402152016,3.82974291659607,3.89408462985608
"LOC103061637_crovir-transcript-1012",5.44911539404892,6.22952845814153,8.75772308928182,3.12831535210855,3.67155555030768,3.73724641090161,10.5568479131656,8.79844412617799,4.19927457500298
"UCK1_crovir-transcript-10120",8.55799365439891,8.41234493987092,7.35592314051042,8.78726790774198,9.58890142288451,9.14055216498314,7.9837440552808,7.9521861454534,7.93535218073825
"DLG5_crovir-transcript-10121",7.74573624425357,7.24414493681466,7.41454663196382,8.00673682868483,8.22034882467469,7.56542639647891,7.54116180158401,7.20620130356713,9.13304573015957
"LOC103052242_crovir-transcript-10122",7.18512915989861,7.54428800545554,7.62768330845139,7.58960615785503,8.1066496040535,7.65886256159798,8.06639654697042,7.49251579141776,7.29433862088815
"PPIA_crovir-transcript-10123",8.08004328154355,8.14444221822506,4.14408243369286,4.65539979345766,5.94030187836937,6.0990222711947,5.22833834921021,4.99819263253001,5.91541426058843
"ZMIZ1_crovir-transcript-10124",5.48078564720328,4.12816687305376,4.82479482681804,7.25844730712895,6.65509846756813,6.50710254482938,6.42553201971467,5.3283573724851,8.96297461317345
"ZMIZ1_crovir-transcript-10125",3.12831535210855,3.12831535210855,3.12831535210855,4.39329059483255,5.14570648205947,4.57021546471768,4.39044902356647,3.7028813742992,6.20607522729208
"FUT11_crovir-transcript-10126",6.56892111266708,6.66572067042319,6.14171898354388,5.88710377109254,5.99920175205506,6.69638347901851,5.5742644719617,6.19696428340885,5.76940771034459
"RPA1_crovir-transcript-10127",6.23194485738536,6.06712688813013,5.25032128948478,6.52171447701047,5.84696915829467,5.99366104950375,5.30516408010029,5.54753901737021,5.54678664671231
"SERPINF1_crovir-transcript-10128",12.4431929079537,13.0935093396092,7.35592314051042,8.2470369227747,8.0867952284987,8.25260011716837,7.22746588450788,7.39927076512567,7.43802782532795
"SEC24C_crovir-transcript-10129",6.07886399672856,6.43523143984248,7.9113820717356,6.30763724800394,4.3163707904675,5.35459857464792,8.51830093674572,8.14735673697787,6.40391398246417
"RPL11_crovir-transcript-1013",13.4702398380255,13.2004040666114,11.9932470122793,12.848838585407,12.6179958377029,12.8608663862936,11.3217621833754,11.7328558472625,12.297202287299
"SEC24C_crovir-transcript-10130",8.34703532552771,8.27241921218053,8.95450614821759,7.57610003808419,7.80016317016638,7.3156167030447,9.29157568331813,8.98411743611565,7.20438191899883
"SYNPO2L_crovir-transcript-10132",3.12831535210855,3.12831535210855,3.8538298016991,4.2321267594898,3.12831535210855,3.12831535210855,3.80251297833904,3.12831535210855,3.79339854382345
"LOC103060750_crovir-transcript-10133",6.75594240793703,5.32392586864902,6.09405164944218,5.74622926078455,6.05570642035027,6.02967442829235,6.41449582130637,6.22472257771665,5.46360550296803
"USP54_crovir-transcript-10134",4.68322293351377,4.51659997244717,5.60476191362396,4.76641774604019,5.09005985953119,5.02366186883288,5.51190737080243,5.18871373412954,5.12261818818901
"LOC103067981_crovir-transcript-10135",5.86033652387269,6.85306093640446,6.47404154649692,7.03932821957019,5.47990770171553,6.16508851648895,6.35798268412232,6.22472257771665,6.29093112225546
"CHCHD1_crovir-transcript-10137",8.92184352949616,9.0295545203917,9.08925190304121,8.36153581186235,8.30868894784474,8.71042412851023,8.64757728396016,8.44096172486567,7.63432983714514
"ZSWIM8_crovir-transcript-10138",6.78076011938721,7.33313515158032,8.2904301955172,7.84735187022909,7.11504302305908,7.3992979165574,8.6545592870229,9.09024950033543,8.19041188154055
"NDST2_crovir-transcript-10139",11.0442031468155,11.6269099166853,8.33149720750888,8.89978154916675,8.67493642957434,9.1160914115681,8.51830093674572,8.73559586674188,8.39895397310447
"TFAP2E_crovir-transcript-1014",3.12831535210855,3.12831535210855,4.14408243369286,3.12831535210855,3.12831535210855,3.12831535210855,3.68044254518653,3.12831535210855,3.67293531228728
"CAMK2G_crovir-transcript-10140",4.33842756310622,4.37897134865353,4.25846164674008,4.65539979345766,3.89216636070402,4.67608013262811,5.40105196483019,5.54753901737021,5.85242474081839
"CAMK2G_crovir-transcript-10141",5.71041988439701,6.10488073142581,5.70476266684947,6.65695707470423,6.41942862349796,6.532190448378,6.04975299919001,6.46425094278878,6.87138377413098
"CAMK2G_crovir-transcript-10142",4.15921980488054,5.02802680138349,4.69034152538841,5.12953730782434,4.97079703398051,5.16642184607714,4.75322995772185,4.54523853655389,5.66265134425095
"ANK3_crovir-transcript-10143",10.2517281816418,8.30869531896315,8.90777078393366,8.69047302004149,8.30868894784474,7.47836688477629,9.29306745261433,8.55861811931583,8.14610487796831
"ANK3_crovir-transcript-10144",3.12831535210855,3.12831535210855,3.64400471121938,3.77581124617969,3.12831535210855,3.12831535210855,3.9045190549587,3.53592809845547,4.65355566218785
"uknown_crovir-transcript-10146",4.84841733553478,4.02606034570417,3.8538298016991,3.77581124617969,4.42297115126144,3.12831535210855,3.99361402152016,3.12831535210855,3.67293531228728
"ARID5B_crovir-transcript-10147",8.09488246678369,8.36336941019247,5.3376935295051,6.57736763835033,6.85718076070359,6.86340447459807,5.32979943409717,5.52488974836533,7.02668441492307
