X1,Lvr_11,Lvr_4,ODPE_1,Panc_1,Pnc_11,Pnc_4,RVG_11,RVG_4,Stom_1,txid,id.x,Upreg.Ven.vs.NonVen,SEassociated,id.y,DnaBinding,ProtBinding,Coregulator
ZBTB26_crovir-transcript-1507,5.73657282308038,5.74554133706542,6.18781562494532,5.58915686029713,5.74684931258736,5.41175767055243,6.16019996581403,6.77534653966955,5.62512133858754,crovir-transcript-1507,ZBTB26,FALSE,TRUE,ZBTB26,TRUE,FALSE,FALSE
ZNF462_crovir-transcript-15288,6.11873277652791,6.35962516070907,8.91791382585831,6.97887212233415,7.22840777276758,6.86340447459807,8.78965045751771,8.13658006360234,6.97677025282021,crovir-transcript-15288,ZNF462,TRUE,TRUE,ZNF462,TRUE,FALSE,FALSE
NFIB_crovir-transcript-15370,4.68322293351377,4.21945648812805,6.18781562494532,3.12831535210855,3.12831535210855,3.12831535210855,5.49046089182958,4.73087038008897,4.31926184786296,crovir-transcript-15370,NFIB,FALSE,TRUE,NFIB,TRUE,FALSE,TRUE
SREBF1_crovir-transcript-1605,9.62856027705714,9.07937488675762,11.0359400593834,8.4893477126604,8.90385538125858,9.16857497239352,11.6170762512532,10.8489233949202,7.68392153742244,crovir-transcript-1605,SREBF1,TRUE,TRUE,SREBF1,TRUE,FALSE,FALSE
MBNL3_crovir-transcript-16112,4.48993120330163,4.94181738594047,6.33818362473018,5.27806052858502,5.09005985953119,5.16642184607714,7.60513013362284,6.67902396516273,7.51979529731912,crovir-transcript-16112,MBNL3,TRUE,TRUE,MBNL3,TRUE,FALSE,FALSE
FOXO4_crovir-transcript-16138,8.45061716028995,8.82501347073554,7.88402116696015,9.33148610031636,8.32572495751848,8.7320515434495,7.76441351750776,8.11478168753659,9.7466814882892,crovir-transcript-16138,FOXO4,FALSE,TRUE,FOXO4,TRUE,TRUE,FALSE
FOXO4_crovir-transcript-16138,8.45061716028995,8.82501347073554,7.88402116696015,9.33148610031636,8.32572495751848,8.7320515434495,7.76441351750776,8.11478168753659,9.7466814882892,crovir-transcript-16138,FOXO4,FALSE,TRUE,FOXO3,TRUE,TRUE,FALSE
TSC22D3_crovir-transcript-16160,10.5094891474606,10.3709868507138,7.46163414755942,9.65369919726616,10.2517825996286,9.86301727724827,8.77477595004034,8.47271697052,8.81526532939671,crovir-transcript-16160,TSC22D3,FALSE,TRUE,TSC22D3,TRUE,FALSE,FALSE
TERF2_crovir-transcript-16196,8.65792149595219,8.56341503017226,8.8418192710923,8.78726790774198,9.45603843885815,9.24951707334872,8.43963449892949,8.9373090218402,7.62050247291918,crovir-transcript-16196,TERF2,FALSE,TRUE,TERF2,TRUE,FALSE,FALSE
HIF3A_crovir-transcript-16294,5.81216077771378,5.06899236095549,5.60476191362396,4.39329059483255,4.42297115126144,5.41175767055243,8.12121730633837,6.21091207716598,5.52647022767915,crovir-transcript-16294,HIF3A,TRUE,TRUE,HIF3A,TRUE,FALSE,TRUE
LOC103061524_crovir-transcript-1631,5.1639441560201,6.29607956452699,8.80949377558905,13.1391249281581,10.4729344408357,11.1854519690853,7.92331259283622,8.1184377447925,10.501112375764,crovir-transcript-1631,LOC103061524,FALSE,TRUE,LITAF,TRUE,FALSE,FALSE
XBP1_crovir-transcript-16464,9.80571690705476,10.7995574963213,11.6096255157772,10.8234683559949,10.9166986838081,11.1557662316333,11.4823655881461,11.4156717675915,8.19041188154055,crovir-transcript-16464,XBP1,FALSE,TRUE,XBP1,TRUE,FALSE,FALSE
TFAP4_crovir-transcript-1652,7.99293670675033,7.83175819253153,7.18675796894686,7.66808082683577,8.4706102047933,7.624532012061,7.10326376464905,6.99900876209835,6.84775175526783,crovir-transcript-1652,TFAP4,FALSE,TRUE,TFAP4,TRUE,FALSE,FALSE
GLIS2_crovir-transcript-1669,8.08004328154355,7.80376890360948,8.7985555030834,8.81048411118442,8.88483142811084,8.44171990191643,8.11447778195868,8.18270740667777,7.79885216920359,crovir-transcript-1669,GLIS2,FALSE,TRUE,GLIS2,TRUE,FALSE,FALSE
CREM_crovir-transcript-1813,9.02351300500984,7.67370107408945,6.68033065887745,5.69585976574784,5.74684931258736,5.23222538821936,7.32430444339687,5.86635696475655,5.25487224271399,crovir-transcript-1813,CREM,FALSE,TRUE,CREM,TRUE,FALSE,FALSE
RARA_crovir-transcript-2559,8.261959301233,6.8962860393927,5.3376935295051,5.12953730782434,5.19902840418558,5.02366186883288,6.09220071307464,5.3802887107092,5.52647022767915,crovir-transcript-2559,RARA,FALSE,TRUE,RARA,TRUE,FALSE,TRUE
BHLHA15_crovir-transcript-320,3.12831535210855,3.12831535210855,10.5311132710932,7.84735187022909,7.57144742603067,6.995048228031,11.8449061509098,11.1319917396463,7.93162664857829,crovir-transcript-320,BHLHA15,TRUE,TRUE,BHLHA15,TRUE,FALSE,FALSE
PITX2_crovir-transcript-4420,3.12831535210855,3.12831535210855,9.43358179045729,3.12831535210855,3.12831535210855,3.12831535210855,9.28409360194037,8.98811681945,3.12831535210855,crovir-transcript-4420,PITX2,TRUE,TRUE,PITX2,TRUE,TRUE,TRUE
LOC103050084_crovir-transcript-4728,7.48512367003895,7.26074128390253,7.73881963095151,7.71811368670042,7.94693652589185,7.49113177812853,6.92145992757548,7.03827677770445,7.10176184987501,crovir-transcript-4728,LOC103050084,FALSE,TRUE,NFXL1,TRUE,FALSE,FALSE
MED30_crovir-transcript-4885,5.68375582620585,5.74554133706542,7.11779075123539,5.64355687123351,6.50241755930932,6.34644485132583,6.73975198686346,6.25194260357326,5.32819191437879,crovir-transcript-4885,MED30,FALSE,TRUE,MED30,FALSE,FALSE,TRUE
GRHL2_crovir-transcript-4926,3.12831535210855,3.12831535210855,4.36043813789728,4.65539979345766,4.19664840275317,5.09705383292134,4.33497663845049,4.38179143186989,5.62512133858754,crovir-transcript-4926,GRHL2,FALSE,TRUE,GRHL2,TRUE,FALSE,FALSE
PLAG1_crovir-transcript-5094,4.62245744450116,3.12831535210855,3.12831535210855,3.12831535210855,4.19664840275317,3.12831535210855,3.12831535210855,3.12831535210855,3.79339854382345,crovir-transcript-5094,PLAG1,FALSE,TRUE,PLAG1,TRUE,FALSE,FALSE
TFAP2A_crovir-transcript-5334,3.12831535210855,3.12831535210855,8.49855729196579,6.27421954833013,5.03185026401192,5.29484467027701,8.56845639867196,8.29356616621695,3.51455605191961,crovir-transcript-5334,TFAP2A,TRUE,TRUE,TFAP2A,TRUE,FALSE,TRUE
RREB1_crovir-transcript-5349,5.44911539404892,5.59236149326784,6.68033065887745,5.04825728113288,5.14570648205947,5.02366186883288,6.99697809015349,7.48118604358465,7.31740333831101,crovir-transcript-5349,RREB1,TRUE,TRUE,RREB1,TRUE,FALSE,FALSE
IRX2_crovir-transcript-5470,3.12831535210855,3.12831535210855,9.0952228438704,3.12831535210855,5.52142975666658,3.12831535210855,8.30408823559916,8.81204596276253,3.12831535210855,crovir-transcript-5470,IRX2,TRUE,TRUE,IRX2,TRUE,FALSE,FALSE
LOC103054702_crovir-transcript-5471,3.12831535210855,3.12831535210855,10.915438026866,3.12831535210855,4.97079703398051,5.09705383292134,9.145626871375,10.4907835537278,3.67293531228728,crovir-transcript-5471,LOC103054702,TRUE,TRUE,IRX1,TRUE,FALSE,FALSE
HDAC3_crovir-transcript-5542,8.61054463024696,8.88494957366887,11.4240707710618,8.12264347707382,8.39730475833667,8.6773621210922,8.93243456291243,10.8439680783785,7.99010786739955,crovir-transcript-5542,HDAC3,TRUE,TRUE,HDAC1,TRUE,FALSE,TRUE
HDAC3_crovir-transcript-5542,8.61054463024696,8.88494957366887,11.4240707710618,8.12264347707382,8.39730475833667,8.6773621210922,8.93243456291243,10.8439680783785,7.99010786739955,crovir-transcript-5542,HDAC3,TRUE,TRUE,HDAC3,TRUE,FALSE,TRUE
CDC73_crovir-transcript-5698,5.27829818203567,4.5792652090294,7.56871689128518,7.80168856396721,5.34695698880603,5.83945324628103,6.98960338794986,7.05368691906867,7.29433862088815,crovir-transcript-5698,CDC73,TRUE,TRUE,CDC73,FALSE,TRUE,FALSE
NFIA_crovir-transcript-5965,5.48078564720328,5.5371949563594,8.26944912749708,5.20593690416076,4.76686024192147,4.94568183283563,8.40692463582832,8.36914813136421,5.80321872674002,crovir-transcript-5965,NFIA,TRUE,TRUE,NFIA,TRUE,FALSE,FALSE
SPDEF_crovir-transcript-6220,3.12831535210855,4.12816687305376,9.39779819455956,3.12831535210855,3.12831535210855,3.73724641090161,9.25683205710343,8.89533295845339,8.99720781884905,crovir-transcript-6220,SPDEF,TRUE,TRUE,SPDEF,TRUE,FALSE,FALSE
KDM5B_crovir-transcript-6418,8.51452804093164,8.05708216426339,9.51154748495218,8.47488631144705,8.36470924826922,8.60887212152924,9.3896563513409,8.91016399802821,9.56284923576626,crovir-transcript-6418,KDM5B,FALSE,TRUE,KDM5B,TRUE,FALSE,TRUE
ZNF341_crovir-transcript-6462,6.40245321519288,6.10488073142581,6.5636675745612,6.7323245880848,6.2850160498841,6.94010850855842,6.07819451496308,6.44086866812954,6.1935232145459,crovir-transcript-6462,ZNF341,FALSE,TRUE,ZNF341,TRUE,FALSE,FALSE
ZNF217_crovir-transcript-6590,3.12831535210855,4.5792652090294,6.71197641067283,5.27806052858502,4.97079703398051,4.86240798137052,6.6203596058721,7.49814731713708,6.87138377413098,crovir-transcript-6590,ZNF217,TRUE,TRUE,ZNF217,TRUE,FALSE,FALSE
UHRF1_crovir-transcript-6698,5.81216077771378,4.45005254428483,5.3376935295051,4.39329059483255,4.19664840275317,3.12831535210855,4.99766599209361,5.45455032441754,5.35174690907071,crovir-transcript-6698,UHRF1,FALSE,TRUE,UHRF1,TRUE,FALSE,FALSE
KLF11_crovir-transcript-6772,4.62245744450116,4.5792652090294,6.06959369508241,4.39329059483255,4.42297115126144,3.98331321376089,7.41501550042382,6.60749293815122,6.52854786866621,crovir-transcript-6772,KLF11,TRUE,TRUE,KLF11,TRUE,FALSE,FALSE
KLF11_crovir-transcript-6772,4.62245744450116,4.5792652090294,6.06959369508241,4.39329059483255,4.42297115126144,3.98331321376089,7.41501550042382,6.60749293815122,6.52854786866621,crovir-transcript-6772,KLF11,TRUE,TRUE,KLF16,TRUE,FALSE,FALSE
JUN_crovir-transcript-6797,10.923448965407,8.87692172271004,8.6441779947465,7.29191705385941,7.73358351414113,8.20697486412596,9.80794174063075,9.58861453883993,6.90992093276736,crovir-transcript-6797,JUN,FALSE,TRUE,JUN,TRUE,TRUE,TRUE
ZNF511_crovir-transcript-6877,5.1639441560201,5.50873932536787,6.18781562494532,6.34028012877835,6.37603235102296,5.83945324628103,5.97599842746147,6.58637584500229,5.83621744479377,crovir-transcript-6877,ZNF511,FALSE,TRUE,ZNF511,TRUE,FALSE,FALSE
FOS_crovir-transcript-7192,8.05496626626815,9.16096989790976,9.91407289316682,4.96134045797007,5.56170530521437,6.48156220447566,8.98137576384443,9.42420775544345,4.42609095777114,crovir-transcript-7192,FOS,TRUE,TRUE,FOS,TRUE,TRUE,FALSE
CIC_crovir-transcript-724,4.15921980488054,5.35657652409402,6.66423971118074,5.04825728113288,3.12831535210855,5.09705383292134,7.04044474647421,6.57569828005324,5.96084223779634,crovir-transcript-724,CIC,TRUE,TRUE,CIC,TRUE,FALSE,FALSE
ZFP36L1_crovir-transcript-7440,12.4427101382685,11.7564907228878,9.66994020537356,8.95811474251656,9.02000244219429,9.06162522184557,9.51127273431458,9.21151000971055,9.95715408690597,crovir-transcript-7440,ZFP36L1,FALSE,TRUE,ZFP36L1,TRUE,FALSE,FALSE
EHF_crovir-transcript-7549,3.12831535210855,3.12831535210855,10.206536152973,6.0940425443497,6.52242613848261,6.31779667304954,9.72195898757754,10.6544524770781,5.30420633316866,crovir-transcript-7549,EHF,TRUE,TRUE,EHF,TRUE,FALSE,FALSE
TFCP2L1_crovir-transcript-8096,4.68322293351377,6.37507383737214,9.4753821380836,3.12831535210855,4.3163707904675,5.51918771257114,8.7959785610104,9.30584465576925,7.30013967524805,crovir-transcript-8096,TFCP2L1,TRUE,TRUE,TFCP2L1,TRUE,FALSE,TRUE
NR4A2_crovir-transcript-8197,9.58546898977423,4.69488090818612,10.8077709429329,4.76641774604019,5.99920175205506,3.12831535210855,12.2192117196877,11.1142662639562,4.42609095777114,crovir-transcript-8197,NR4A2,FALSE,TRUE,NR4A2,TRUE,FALSE,FALSE
LOC103055320_crovir-transcript-8589,4.48993120330163,3.76815187112384,6.86044275767757,7.79004257304767,7.07516815587037,6.48156220447566,6.8900978167672,6.40505367402892,5.50584161091768,crovir-transcript-8589,LOC103055320,FALSE,TRUE,MEIS1,TRUE,FALSE,FALSE
GRHL1_crovir-transcript-8758,4.25309102927022,3.58258617158208,10.5562157011087,4.76641774604019,4.69026951745005,4.94568183283563,11.0844280237923,11.0907532338364,3.98204608287748,crovir-transcript-8758,GRHL1,TRUE,TRUE,GRHL1,TRUE,FALSE,FALSE
TBX3_crovir-transcript-9066,7.10898660331031,7.55104311938368,7.1526895632906,4.03664056949698,4.19664840275317,6.06477945842272,8.02026444499471,7.50375684348556,3.12831535210855,crovir-transcript-9066,TBX3,TRUE,TRUE,TBX3,TRUE,FALSE,FALSE
