Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0736.1,GLIS2,0.1,0,0,11,0,Down,2772,0.948798818664204,7,0,781,11,Down,0.999999999997788,-4.996715351275586,2.179649511334134,0.000000000000961
MA0163.1,PLAG1,0.1,0,0,5,0,Down,2751,0.976714046305008,7,0,781,5,Down,0.999999999998967,-5.528780519985443,3.243779848753849,0.000000000000449
MA0019.1,Ddit3::Cebpa,0.03,1,0.1,24,0,Up,3040,0.60919682830968,7,1,781,24,Up,0.202727308102965,-3.658660156885909,2.673464123997094,0.693087746326149
MA1544.1,OVOL1,0.11,0,0,26,0,Down,2810.5,0.897808263606087,7,0,781,22,Down,0.999999999998605,-4.512569781139255,1.211358371061471,0.000000000000606
MA0846.1,FOXC2,0.08,5,0.7,114,0.1,Up,4303,0.00884948421458,7,5,781,103,Up,7.425517435224731E-4,-1.68203704123578,2.469156128529117,3.129273277844681
MA0527.1,ZBTB33,0.15,0,0,179,0.2,Down,3101,0.53990018182573,7,0,781,105,Down,0.602652779188219,-3.397946734950499,-1.017887721316039,-0.219932836309436
MA0157.2,FOXO3,0.01,6,0.9,50,0.1,Up,4901.5,2.991092026279896E-4,7,6,781,50,Up,6.584799559119172E-7,-2.079170728857648,3.745439702780443,6.181457440397471
MA0042.2,FOXI1,0,6,0.9,86,0.1,Up,4779.5,6.435034448639687E-4,7,6,781,78,Up,7.976023829466921E-6,-1.760966095787732,3.109030436640611,5.098213557180035
PH0082.1,Irx2,0.12,1,0.1,75,0.1,Up,2967.5,0.696318118322417,7,1,781,40,Up,0.313055209830495,-3.296090077501201,1.948323965227677,0.50437906433755
MA0691.1,TFAP4,0.11,0,0,493,0.6,Down,3468.5,0.220225814251703,7,0,781,210,Down,0.198989015922676,-2.899658117770894,-2.01446495567525,-0.701170895730131
MA0089.2,NFE2L1,0.15,0,0,31,0,Down,2842,0.856390882900263,7,0,781,31,Down,0.999999999998756,-4.269856367554134,0.725931543891229,0.00000000000054
MA0844.1,XBP1,0.07,0,0,22,0,Down,2810.5,0.897808263606087,7,0,781,22,Down,0.999999999998605,-4.512569781139255,1.211358371061471,0.000000000000606
MA0861.1,TP73,0.13,0,0,15,0,Down,2772,0.948798818664204,7,0,781,11,Down,0.999999999997788,-4.996715351275586,2.179649511334134,0.000000000000961
MA0819.1,CLOCK,0.02,0,0,12,0,Down,2751,0.976714046305008,7,0,781,5,Down,0.999999999998967,-5.528780519985443,3.243779848753849,0.000000000000449
MA0079.4,SP1,0.15,0,0,141,0.2,Down,3083.5,0.559371576847522,7,0,781,100,Down,0.604581506213256,-3.432970483714627,-0.947840223787783,-0.218545141763518
MA1581.1,ZBTB6,0.15,0,0,286,0.4,Down,3440.5,0.238308247311689,7,0,781,202,Down,0.200277142695828,-2.927607280418098,-1.958566630380841,-0.698368613200265
MA1579.1,ZBTB26,0.06,0,0,290,0.4,Down,3493,0.205229620586187,7,0,781,217,Down,0.199256668808372,-2.876060533936046,-2.061660123344945,-0.700587134533054
MA0076.2,ELK4,0.11,4,0.6,345,0.4,Up,3317.5,0.330021490288208,7,4,781,236,Up,0.208787479301824,-1.230685641913238,0.987440095494063,0.680295548932078
MA0139.1,CTCF,0.1,0,0,23,0,Down,2810.5,0.897808263606087,7,0,781,22,Down,0.999999999998605,-4.512569781139255,1.211358371061471,0.000000000000606
MA0686.1,SPDEF,0.15,0,0,128,0.2,Down,3097.5,0.543767170279438,7,0,781,104,Down,0.602954180367198,-3.40481676326365,-1.004147664689737,-0.219715689468073
MA1105.2,GRHL2,0.12,2,0.3,210,0.3,Up,2870.5,0.819252669858027,7,2,781,176,Up,0.659036642682924,-1.86577009522482,0.561615189007328,0.181090437799642
MA0494.1,Nr1h3::Rxra,0.14,0,0,35,0,Down,2842,0.856390882900263,7,0,781,31,Down,0.999999999998756,-4.269856367554134,0.725931543891229,0.00000000000054
MA0071.1,RORA,0.08,5,0.7,221,0.3,Up,3693,0.109514760008722,7,4,781,177,Up,0.05252373120239,-1.437696221386913,1.401461254441414,1.279644429896901
MA0596.1,SREBF2,0.05,5,0.7,32,0,Up,4574,0.002141853066941,7,5,781,32,Up,3.416464587507251E-6,-2.517596613471216,4.140275272999988,5.466423076486705
MA0595.1,SREBF1,0.04,5,0.7,13,0,Up,4640.5,0.001468990067584,7,5,781,13,Up,6.999469756984771E-8,-3.151336768903709,5.407755583864975,7.154934858605432
MA0671.1,NFIX,0.01,7,1,371,0.5,Up,4040.5,0.029258697467591,7,6,781,275,Up,0.009712753227657,-0.855322215947967,1.29774267696108,2.012657645262782
MA0145.2,Tcfcp2l1,0.15,1,0.1,548,0.7,Down,3430,0.245352219928393,7,1,781,291,Down,0.268879638146457,-1.872339042343265,-0.899178105088194,-0.57044208500415
MA0833.2,ATF4,0.03,0,0,11,0,Down,2772,0.948798818664204,7,0,781,11,Down,0.999999999997788,-4.996715351275586,2.179649511334134,0.000000000000961
MA0628.1,POU6F1,0.04,10,1.4,156,0.2,Up,4072,0.025580410662462,7,4,781,69,Up,0.00192032199168,-2.114063292221182,2.754195396109951,2.716625944481216
MA0442.2,SOX10,0.02,2,0.3,318,0.4,Down,2883.5,0.802440909872142,7,2,781,250,Down,0.9999999999997,-1.613198885262806,0.0564727690833,0.00000000000013
MA0820.1,FIGLA,0.11,1,0.1,815,1,Down,3698.5,0.107495786737969,7,1,781,352,Down,0.137563059483256,-1.735275355300436,-1.173305479173854,-0.861498173778204
MA0670.1,NFIA,0.01,7,1,371,0.5,Up,4040.5,0.029258697467591,7,6,781,275,Up,0.009712753227657,-0.855322215947967,1.29774267696108,2.012657645262782
MA0004.1,Arnt,0.1,0,0,548,0.7,Down,3822,0.069440838826895,7,0,781,311,Down,0.04636449491657,-2.61695215279209,-2.579876885632856,-1.333814466952752
MA1466.1,ATF6,0.13,0,0,15,0,Down,2786,0.930221405854851,7,0,781,15,Down,0.999999999999063,-4.781398174110654,1.749015157004271,0.000000000000407
MA0488.1,JUN,0.08,0,0,39,0,Down,2863,0.828990228052925,7,0,781,37,Down,0.999999999997651,-4.144086984056151,0.474392776895265,0.00000000000102
MA0741.1,KLF16,0.15,4,0.6,1014,1.3,Down,3462.5,0.224015280327754,7,1,781,346,Down,0.142032795634717,-1.747659307874907,-1.148537574024912,-0.847611364640194
MA0077.1,SOX9,0.08,14,2,258,0.3,Up,5114.5,7.146974098126702E-5,7,7,781,192,Up,6.047229961043352E-5,-1.0106937137087,2.0213874274174,4.218443515946194
MA0608.1,Creb3l2,0.15,0,0,406,0.5,Down,3479,0.213705318048282,7,0,781,213,Down,0.198946889613699,-2.889450199493846,-2.034880792229345,-0.701262846334968
MA1127.1,FOSB,0.11,0,0,66,0.1,Down,2863,0.828990228052925,7,0,781,37,Down,0.999999999997651,-4.144086984056151,0.474392776895265,0.00000000000102
MA0752.1,ZNF410,0,0,0,0,0,Up,2733.5,1,7,0,781,0,Up,1,-7.258496329304092,6.703211467391146,-0
MA1566.1,TBX3,0.05,0,0,417,0.5,Down,3773,0.08295139355527,7,0,781,297,Down,0.049117934699239,-2.650123400206438,-2.51353439080416,-1.308759902607542
MA0607.1,Bhlha15,0.15,19,2.7,1405,1.8,Up,3866.5,0.058789575156766,7,7,781,444,Up,0.022240895941434,-0.407031227084947,0.814062454169895,1.652847721829932
MA0657.1,KLF13,0.09,0,0,5,0,Down,2751,0.976714046305008,7,0,781,5,Down,0.999999999998967,-5.528780519985443,3.243779848753849,0.000000000000449
MA0624.1,NFATC1,0.01,15,2.1,456,0.6,Up,4535,0.00265778020055,7,6,781,313,Up,0.019676429886565,-0.762115653832526,1.111329552730199,1.706053697633165
MA0839.1,CREB3L1,0.09,0,0,11,0,Down,2772,0.948798818664204,7,0,781,11,Down,0.999999999997788,-4.996715351275586,2.179649511334134,0.000000000000961
MA1643.1,NFIB,0.11,0,0,15,0,Down,2772,0.948798818664204,7,0,781,11,Down,0.999999999997788,-4.996715351275586,2.179649511334134,0.000000000000961
MA1151.1,RORC,0.15,0,0,419,0.5,Down,3773,0.08295139355527,7,0,781,297,Down,0.049117934699239,-2.650123400206438,-2.51353439080416,-1.308759902607542
MA0160.1,NR4A2,0.06,4,0.6,147,0.2,Up,3820,0.069954532710502,7,4,781,125,Up,0.016085957418208,-1.687762051607549,1.901592914882686,1.793553085270525
MA0598.3,EHF,0.05,4,0.6,100,0.1,Up,3961,0.040620497729248,7,4,781,91,Up,0.005222272866368,-1.915683909440914,2.357436630549416,2.2821404398164
MA1493.1,HES6,0.15,0,0,35,0,Down,2849,0.847236365308098,7,0,781,33,Down,0.999999999999408,-4.225451734075206,0.637122276933373,0.000000000000257
