Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA1581.1,ZBTB6,0.15,0,0,1248,0.3,Down,17811.5,0.264067658700272,7,0,4091,998,Down,0.206096116188682,-2.970843057376904,-1.872095076463231,-0.685930192275696
MA1579.1,ZBTB26,0.05,0,0,957,0.2,Down,17160.5,0.363517950301978,7,0,4091,812,Down,0.357559567060879,-3.1195403646973,-1.574700461822437,-0.44665159724509
MA0076.2,ELK4,0.11,4,0.6,1627,0.4,Up,17917,0.249913144555996,7,4,4091,1105,Up,0.090985828305853,-1.31244821046962,1.150965232606828,1.041026246886166
MA0139.1,CTCF,0.03,0,0,3,0,Down,14329,0.997321347053691,7,0,4091,3,Down,0.999999999996591,-7.048974905070088,6.28416861892314,0.000000000001481
MA0686.1,SPDEF,0.07,0,0,69,0,Down,14549.5,0.941123058912546,7,0,4091,66,Down,0.999999999996956,-4.925011148348295,2.036241105479552,0.000000000001322
MA1105.2,GRHL2,0.11,0,0,216,0.1,Down,15050,0.815074315015508,7,0,4091,209,Down,0.999999999998057,-4.097249149249214,0.38071710728139,0.000000000000844
MA0494.1,Nr1h3::Rxra,0.06,0,0,11,0,Down,14357,0.990178502122206,7,0,4091,11,Down,0.999999999993124,-6.190871388070383,4.567961584923729,0.000000000002986
MA0071.1,RORA,0.08,5,0.7,822,0.2,Up,20229.5,0.058765492262958,7,4,4091,691,Up,0.018659675878974,-1.650897144802486,1.82786310127256,1.729095904276305
MA0596.1,SREBF2,0.05,5,0.7,117,0,Up,24136.5,0.001694434404425,7,5,4091,117,Up,4.317566751018314E-7,-2.784678083497741,4.674438213053039,6.364760939371432
MA0671.1,NFIX,0.01,7,1,1701,0.4,Up,21725,0.017879467059076,7,6,4091,1307,Up,0.005456925830293,-0.926134891461192,1.43936802798753,2.26305194904135
MA0595.1,SREBF1,0.04,5,0.7,44,0,Up,24392,0.001278183152401,7,5,4091,44,Up,4.093635608247958E-9,-3.485069841297042,6.075221728651641,8.387890818334567
MA0145.2,Tcfcp2l1,0.15,1,0.1,2359,0.6,Down,17222,0.353228270699441,7,1,4091,1334,Down,0.43902057219115,-1.969129320667328,-0.705597548440068,-0.357515128551126
MA0833.2,ATF4,0.03,0,0,39,0,Down,14455,0.96518849791685,7,0,4091,39,Down,0.999999999992524,-5.300761992010337,2.787742792803639,0.000000000003247
MA0628.1,POU6F1,0.04,6,0.9,632,0.2,Up,17506.5,0.308055893821139,7,2,4091,295,Up,0.086245595930417,-2.688181158566442,2.206437315690572,1.064263072625137
MA0442.2,SOX10,0.01,0,0,458,0.1,Down,15778,0.640749744164481,7,0,4091,417,Down,0.999999999999249,-3.599836172418182,-0.614108846380672,-0.000000000000326
MA0670.1,NFIA,0.01,7,1,1699,0.4,Up,21728,0.017833163806827,7,6,4091,1306,Up,0.005433556152647,-0.926686802368333,1.440471849801813,2.264915840398972
MA0820.1,FIGLA,0.13,8,1.1,5783,1.4,Down,15041.5,0.817184915180509,7,6,4091,2422,Up,0.252324474543954,-0.481292031877122,0.549682308819391,0.59804062247539
MA0004.1,Arnt,0.1,0,0,2248,0.5,Down,18900,0.142959601338452,7,0,4091,1309,Down,0.105082984814767,-2.775252193923591,-2.263276803369854,-0.978467599854635
MA1466.1,ATF6,0.05,0,0,11,0,Down,14357,0.990178502122206,7,0,4091,11,Down,0.999999999993124,-6.190871388070383,4.567961584923729,0.000000000002986
MA0488.1,JUN,0.03,0,0,10,0,Down,14353.5,0.99107132643131,7,0,4091,10,Down,0.999999999997704,-6.25649365470951,4.699206118201982,0.000000000000997
MA0741.1,KLF16,0.15,4,0.6,4331,1.1,Down,17542.5,0.302625125020007,7,1,4091,1652,Down,0.253412690664563,-1.814953837540784,-1.013948514693156,-0.596171639856744
MA0077.1,SOX9,0.08,10,1.4,1101,0.3,Up,26219,1.418119624655434E-4,7,7,4091,865,Up,1.937998352795239E-5,-1.120512063611311,2.241024127222622,4.712646596414378
MA0608.1,Creb3l2,0.14,0,0,1562,0.4,Down,17171,0.361748024681586,7,0,4091,815,Down,0.357451894173934,-3.116881832742947,-1.580017525731142,-0.446782397221145
MA1127.1,FOSB,0.08,0,0,279,0.1,Down,14829.5,0.870216313043886,7,0,4091,146,Down,0.999999999994643,-4.355273938887765,0.896766686558494,0.000000000002326
MA0752.1,ZNF410,0.08,0,0,10,0,Down,14329,0.997321347053691,7,0,4091,3,Down,0.999999999996591,-7.048974905070088,6.28416861892314,0.000000000001481
MA1566.1,TBX3,0.07,1,0.1,3946,1,Down,20825,0.037493911134029,7,1,4091,2299,Down,0.048517358838211,-1.576618874548344,-1.490618440678036,-1.314102849050545
MA0607.1,Bhlha15,0.15,17,2.4,5306,1.3,Up,21365,0.024259093802802,7,7,4091,1901,Up,0.004715048936741,-0.552745956479335,1.105491912958669,2.326513795430134
MA0657.1,KLF13,0.05,0,0,1,0,Down,14322,0.999107114193673,7,0,4091,1,Down,0.999999999998124,-7.660171115738312,7.506561040259585,0.000000000000815
MA0624.1,NFATC1,0.01,13,1.9,1712,0.4,Up,24341.5,0.001352093725542,7,6,4091,1318,Up,0.005719378426806,-0.920091579096063,1.427281403257274,2.242651167094463
MA0839.1,CREB3L1,0.08,0,0,27,0,Down,14413,0.975895745852426,7,0,4091,27,Down,0.999999999995278,-5.56197250933656,3.310163827456083,0.000000000002051
MA1643.1,NFIB,0.11,0,0,52,0,Down,14458.5,0.964296483857161,7,0,4091,40,Down,0.999999999991018,-5.282727364656578,2.751673538096118,0.000000000003901
MA1151.1,RORC,0.15,0,0,1616,0.4,Down,18518.5,0.179310844774616,7,0,4091,1200,Down,0.114070469222245,-2.837942521983682,-2.137896147249675,-0.942826772003952
MA0160.1,NR4A2,0.06,4,0.6,538,0.1,Up,20754.5,0.039608982681714,7,4,4091,472,Up,0.004718655046488,-1.925604605823516,2.377278023314619,2.326181770248203
MA0598.3,EHF,0.05,4,0.6,407,0.1,Up,21116.5,0.029739161642013,7,4,4091,384,Up,0.002196437392961,-2.07426997139682,2.674608754461228,2.658281171310182
MA1493.1,HES6,0.15,0,0,174,0,Down,14871.5,0.859655647591674,7,0,4091,158,Down,0.999999999996457,-4.298482851029187,0.783184510841335,0.000000000001539
