Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0609.2,CREM,0.08,0,0,242,0.1,Down,6307.5,0.932809277709952,3,0,4090,115,Down,0.99999999998911,-3.976833683138983,2.338957522162758,0.000000000004729
MA1112.2,NR4A1,0.15,0,0,1457,0.4,Down,7840.5,0.404518932991985,3,0,4090,1137,Down,0.565152692676106,-2.326882788860301,-0.960944266394606,-0.247834198857434
MA0760.1,ERF,0.1,0,0,310,0.1,Down,6529.5,0.847103642363383,3,0,4090,263,Down,0.999999999995294,-3.381878628028405,1.149047411941601,0.000000000002044
MA0151.1,Arid3a,0.06,0,0,2716,0.7,Down,8482.5,0.251232518389172,3,0,4090,1565,Down,0.291344280665194,-2.096504307277677,-1.421701229559855,-0.53559350305839
MA1657.1,ZNF652,0.08,1,0.3,130,0,Up,7994.5,0.363431084300867,3,1,4090,121,Up,0.086802647884544,-3.147820701683543,3.850856560694191,1.061467026619516
MA0736.1,GLIS2,0,0,0,0,0,Up,6135,1,3,0,4090,0,Up,0.999999999992724,-7.902708203847013,10.190706563578816,0.00000000000316
MA0163.1,PLAG1,0.12,0,0,85,0,Down,6253.5,0.953814028517043,3,0,4090,79,Down,0.999999999989841,-4.246266726204834,2.87782360829446,0.000000000004412
MA0019.1,Ddit3::Cebpa,0.13,0,0,1529,0.4,Down,7884,0.392640388500808,3,0,4090,1166,Down,0.562769952379386,-2.308722907854912,-0.997264028405384,-0.249669098629248
MA1544.1,OVOL1,0.13,0,0,253,0.1,Down,6478.5,0.866670932005395,3,0,4090,229,Down,0.999999999991784,-3.481533032140108,1.348356220165007,0.000000000003568
MA0527.1,ZBTB33,0.07,1,0.3,151,0,Up,8002.5,0.361370512147128,3,1,4090,109,Up,0.078496709146946,-3.222833423685847,4.000882004698798,1.105148549997168
MA0846.1,FOXC2,0.07,1,0.3,354,0.1,Up,7678.5,0.450609721646683,3,1,4090,326,Up,0.221088597039097,-2.434757362713219,2.424729882753541,0.655433656203308
MA0157.2,FOXO3,0.13,1,0.3,510,0.1,Up,7467.5,0.51487166192741,3,1,4090,459,Up,0.300752958687093,-2.188266427841916,1.931748013010937,0.521790091552016
MA0042.2,FOXI1,0.09,0,0,916,0.2,Down,7281,0.575399383953742,3,0,4090,764,Down,0.99999999999363,-2.613521858166609,-0.387666127781989,-0.000000000002766
PH0082.1,Irx2,0.08,0,0,172,0,Down,6273,0.94622450966279,3,0,4090,92,Down,0.99999999999064,-4.137017473588856,2.659325103062503,0.000000000004065
MA0691.1,TFAP4,0.09,2,0.7,1341,0.3,Up,7244.5,0.587627229498872,3,1,4090,615,Up,0.387039599782342,-1.977419430244205,1.510054017815514,0.412244598063454
MA0089.2,NFE2L1,0.09,0,0,37,0,Down,6190.5,0.978359155277335,3,0,4090,37,Down,0.999999999989828,-4.788298858599072,3.961887873082934,0.000000000004418
MA0844.1,XBP1,0.05,0,0,42,0,Down,6198,0.975435585926904,3,0,4090,42,Down,0.999999999989815,-4.698012735778161,3.781315627441114,0.000000000004423
MA0861.1,TP73,0.1,0,0,23,0,Down,6165,0.988301230694617,3,0,4090,20,Down,0.999999999991368,-5.22393220153797,4.833154558960731,0.000000000003749
MA0819.1,CLOCK,0.03,0,0,64,0,Down,6190.5,0.978359155277335,3,0,4090,37,Down,0.999999999989828,-4.788298858599072,3.961887873082934,0.000000000004418
MA0079.4,SP1,0.01,0,0,11,0,Down,6151.5,0.9935655160678,3,0,4090,11,Down,0.999999999991392,-5.640927225818506,5.667144607521802,0.000000000003738
MA1581.1,ZBTB6,0.07,0,0,258,0.1,Down,6495,0.860330788123329,3,0,4090,240,Down,0.999999999991793,-3.447761661961991,1.280813479808773,0.000000000003564
MA1579.1,ZBTB26,0.05,1,0.3,957,0.2,Up,6898,0.709205886775367,3,1,4090,812,Up,0.485462110957389,-1.777114952084844,1.109445061496792,0.31384465997688
MA0076.2,ELK4,0.14,2,0.7,3537,0.9,Down,6359,0.912820254165175,3,2,4090,1984,Up,0.614151734638847,-0.764464232903414,0.558074811466345,0.211724317172757
MA0139.1,CTCF,0.06,0,0,39,0,Down,6192,0.977774416893272,3,0,4090,38,Down,0.999999999989081,-4.769314933499562,3.923920022883914,0.000000000004742
MA0686.1,SPDEF,0.12,3,1,279,0.1,Up,11854.5,0.005182673575489,3,3,4090,253,Up,2.419953456506846E-4,-2.006109774316539,4.012219548633079,3.616192986819829
MA1105.2,GRHL2,0.12,1,0.3,921,0.2,Up,6948,0.69110145397315,3,1,4090,780,Up,0.470250380489802,-1.80609954249748,1.167414242322063,0.327670844380338
MA0494.1,Nr1h3::Rxra,0.09,0,0,47,0,Down,6192,0.977774416893272,3,0,4090,38,Down,0.999999999989081,-4.769314933499562,3.923920022883914,0.000000000004742
MA0071.1,RORA,0.13,3,1,1439,0.4,Up,10258.5,0.043863159073105,3,3,4090,1097,Up,0.019372508874382,-0.94902813060685,1.898056261213699,1.712814131488327
MA0596.1,SREBF2,0.14,0,0,1335,0.3,Down,7708.5,0.441856698016199,3,0,4090,1049,Down,0.574561788571945,-2.384964978200935,-0.844779887713339,-0.240663260286581
MA0671.1,NFIX,0.02,3,1,4277,1,Down,6876,0.717224898435789,3,3,4090,2462,Up,0.281188181236802,-0.366076738202659,0.732153476405319,0.551002937320452
MA0595.1,SREBF1,0.15,0,0,1581,0.4,Down,7924.5,0.381773334641764,3,0,4090,1193,Down,0.560861956663216,-2.292216778306124,-1.030276287502961,-0.251144017240565
MA0145.2,Tcfcp2l1,0.03,0,0,20,0,Down,6165,0.988301230694617,3,0,4090,20,Down,0.999999999991368,-5.22393220153797,4.833154558960731,0.000000000003749
MA0833.2,ATF4,0,0,0,0,0,Up,6135,1,3,0,4090,0,Up,0.999999999992724,-7.902708203847013,10.190706563578816,0.00000000000316
MA0628.1,POU6F1,0.04,0,0,632,0.2,Down,6577.5,0.828772860598557,3,0,4090,295,Down,0.99999999999211,-3.299201043758246,0.983692243401282,0.000000000003427
MA0442.2,SOX10,0.02,3,1,1345,0.3,Up,8912,0.174691413364889,3,2,4090,1082,Up,0.17320446610894,-1.201668501596287,1.43248334885209,0.761440913811389
MA0820.1,FIGLA,0.01,1,0.3,104,0,Up,8031,0.35408941829236,3,1,4090,97,Up,0.070140558337312,-3.306561796611629,4.168338750550361,1.154030781342335
MA0670.1,NFIA,0.01,0,0,1699,0.4,Down,8094,0.3383259847834,3,0,4090,1306,Down,0.556007470067881,-2.226962499187002,-1.160784845741206,-0.254919373548398
MA0004.1,Arnt,0.08,3,1,1452,0.4,Up,8919,0.173607257976614,3,2,4090,789,Up,0.097538823864694,-1.429346428473212,1.887839202605941,1.010822485489921
MA1466.1,ATF6,0.04,0,0,9,0,Down,6148.5,0.994735403372965,3,0,4090,9,Down,0.999999999989969,-5.77874444712522,5.94277905013523,0.000000000004357
MA0488.1,JUN,0.05,0,0,42,0,Down,6192,0.977774416893272,3,0,4090,38,Down,0.999999999989081,-4.769314933499562,3.923920022883914,0.000000000004742
MA0741.1,KLF16,0.03,0,0,66,0,Down,6228,0.963745000568222,3,0,4090,62,Down,0.999999999992591,-4.419816061515968,3.224922278916729,0.000000000003218
MA0077.1,SOX9,0.12,5,1.7,1945,0.5,Up,10864.5,0.020800627264125,3,3,4090,1365,Up,0.037281936474613,-0.791423943435567,1.582847886871133,1.428501537884654
MA0608.1,Creb3l2,0.14,2,0.7,1562,0.4,Up,8488.5,0.250023051335502,3,2,4090,815,Up,0.103554607820807,-1.405973623047388,1.841093591754293,0.984830571742742
MA1127.1,FOSB,0.03,0,0,28,0,Down,6165,0.988301230694617,3,0,4090,20,Down,0.999999999991368,-5.22393220153797,4.833154558960731,0.000000000003749
MA0752.1,ZNF410,0,0,0,0,0,Up,6135,1,3,0,4090,0,Up,0.999999999992724,-7.902708203847013,10.190706563578816,0.00000000000316
MA1566.1,TBX3,0.06,4,1.3,2766,0.7,Up,9383,0.11240216930058,3,3,4090,1852,Up,0.093008408676916,-0.571401829221612,1.142803658443223,1.031477786103027
MA0607.1,Bhlha15,0.15,0,0,5306,1.3,Down,8986.5,0.163409672037114,3,0,4090,1901,Down,0.253608729015034,-1.956247092031716,-1.702215660051776,-0.595835802455052
MA0657.1,KLF13,0.1,0,0,39,0,Down,6192,0.977774416893272,3,0,4090,38,Down,0.999999999989081,-4.769314933499562,3.923920022883914,0.000000000004742
MA0624.1,NFATC1,0.05,8,2.7,9439,2.3,Up,6382.5,0.903716574283533,3,2,4090,3312,Down,0.46928981924827,-0.394891786790687,-0.181070080759109,-0.328558867249805
MA0839.1,CREB3L1,0,0,0,0,0,Up,6135,1,3,0,4090,0,Up,0.999999999992724,-7.902708203847013,10.190706563578816,0.00000000000316
MA1643.1,NFIB,0.15,0,0,173,0,Down,6309,0.932226411700459,3,0,4090,116,Down,0.9999999999909,-3.970615131519872,2.326520418924535,0.000000000003952
MA1151.1,RORC,0.05,1,0.3,54,0,Up,8100,0.336848569158048,3,1,4090,53,Up,0.039069301161732,-3.73949346028586,5.034202077898825,1.408164356994256
MA0160.1,NR4A2,0,1,0.3,76,0,Up,8068,0.344776108543717,3,1,4090,74,Up,0.053983700712072,-3.500642693255353,4.55650054383781,1.267737346831338
MA0598.3,EHF,0.01,1,0.3,21,0,Up,8148.5,0.325058744065678,3,1,4090,21,Up,0.016042473071553,-4.397094576135385,6.349404309597874,1.794728681030754
MA1493.1,HES6,0.08,0,0,38,0,Down,6192,0.977774416893272,3,0,4090,38,Down,0.999999999989081,-4.769314933499562,3.923920022883914,0.000000000004742
