Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0089.2,NFE2L1,0.14,0,0,595,0,Down,20605.5,0.895179735837731,3,0,13159,578,Down,0.999999999975837,-3.657499413445014,1.70028898277482,0.000000000010494
MA0844.1,XBP1,0.04,0,0,48,0,Down,19810.5,0.991270185724448,3,0,13159,48,Down,0.999999999980084,-5.445629566905195,5.276549289695181,0.000000000008649
MA0861.1,TP73,0.11,0,0,209,0,Down,19980,0.970724735388292,3,0,13159,161,Down,0.999999999986703,-4.577890810651796,3.541071777188384,0.000000000005775
MA0819.1,CLOCK,0.07,2,0.7,1225,0.1,Up,31414.5,0.076008039190324,3,2,13159,628,Up,0.006644474858124,-2.436737473344824,3.902621292349164,2.17753933755513
MA0079.4,SP1,0.07,0,0,379,0,Down,20262,0.936592597209152,3,0,13159,349,Down,0.999999999988084,-4.021011665311041,2.427313486506873,0.000000000005175
MA1581.1,ZBTB6,0.15,0,0,6815,0.5,Down,27249,0.253734011769215,3,0,13159,5007,Down,0.292849201829387,-2.100648587648724,-1.413412668817761,-0.533355955319016
MA1579.1,ZBTB26,0.06,0,0,9702,0.7,Down,29679,0.130890517378011,3,0,13159,6627,Down,0.122368804000464,-1.898461463121448,-1.817786917872312,-0.9123292846191
MA0076.2,ELK4,0.01,1,0.3,136,0,Up,26118,0.332318112472758,3,1,13159,132,Up,0.03001150699233,-3.9281804629129,5.411576083152904,1.52271219644382
MA0139.1,CTCF,0.13,1,0.3,754,0.1,Up,25238,0.403308627090644,3,1,13159,707,Up,0.152859789303585,-2.719811568778558,2.99483829488422,0.815706743366466
MA0686.1,SPDEF,0.12,1,0.3,981,0.1,Up,24950,0.428383354876823,3,1,13159,882,Up,0.18807442904135,-2.56037850355891,2.675972164444923,0.725670247943268
MA1105.2,GRHL2,0.11,0,0,856,0.1,Down,20964,0.852262790225628,3,0,13159,817,Down,0.99999999999896,-3.408048527806037,1.201387211496864,0.000000000000452
MA0494.1,Nr1h3::Rxra,0.1,0,0,261,0,Down,20074.5,0.959277749258265,3,0,13159,224,Down,0.999999999985743,-4.340300170628185,3.065890497141163,0.000000000006192
MA0071.1,RORA,0.03,1,0.3,1796,0.1,Up,23759.5,0.541167936127615,3,1,13159,1664,Up,0.333540754343648,-2.102668160068049,1.760551477463203,0.476851093366028
MA0596.1,SREBF2,0.11,1,0.3,3853,0.3,Up,21167.5,0.828086186151996,3,1,13159,3265,Up,0.575008028086738,-1.616560641183499,0.788336439694103,0.240326091780924
MA0595.1,SREBF1,0.11,0,0,4208,0.3,Down,24984,0.425376761815131,3,0,13159,3497,Down,0.570157848061313,-2.359531816972701,-0.895646210169807,-0.244004893359519
MA0671.1,NFIX,0.02,0,0,21694,1.6,Down,35002.5,0.020363576011781,3,0,13159,10176,Down,0.011667190601845,-1.589109067658112,-2.436491708798984,-1.933033707193879
MA0145.2,Tcfcp2l1,0.13,2,0.7,6092,0.5,Up,25774,0.359048557800128,3,2,13159,3877,Up,0.209351578294767,-1.124166407593351,1.277479160846219,0.679123760628378
MA0833.2,ATF4,0.1,0,0,2520,0.2,Down,23107.5,0.608673978271115,3,0,13159,2246,Down,0.999999999982416,-2.67885431473704,-0.257001214641129,-0.000000000007636
MA0628.1,POU6F1,0.04,0,0,11616,0.9,Down,26160,0.329144892360004,3,0,13159,4281,Down,0.555701697957303,-2.213635682934312,-1.187438478246585,-0.255158276217391
MA0442.2,SOX10,0.02,1,0.3,10320,0.8,Down,24833,0.438823583835344,3,1,13159,6935,Down,0.60588836523519,-1.073212648155422,-0.298359546362051,-0.217607387101869
MA0820.1,FIGLA,0.02,4,1.3,2957,0.2,Up,36365.5,0.011513727658837,3,3,13159,2545,Up,0.007248032016869,-1.185041851838047,2.370083703676094,2.139779896909752
MA0670.1,NFIA,0.01,0,0,8949,0.7,Down,29193,0.15079047911218,3,0,13159,6303,Down,0.251281457036213,-1.934617294016819,-1.745475256081571,-0.599839558379081
MA0004.1,Arnt,0.08,5,1.7,5796,0.4,Up,34736.5,0.022657666141189,3,3,13159,3286,Up,0.015592965628305,-1.000740392114268,2.001480784228535,1.807071278427447
MA1466.1,ATF6,0.07,0,0,30,0,Down,19783.5,0.994543799739617,3,0,13159,30,Down,0.999999999979638,-5.780217319217317,5.945724794319424,0.000000000008843
MA0488.1,JUN,0.15,0,0,6871,0.5,Down,27373.5,0.245948583778281,3,0,13159,5090,Down,0.288443459941602,-2.088790161712405,-1.437129520690399,-0.539939303623757
MA0741.1,KLF16,0.14,0,0,17749,1.3,Down,28809,0.168082688340498,3,0,13159,6047,Down,0.254881489969175,-1.964524413565115,-1.685661016984978,-0.593661702765875
MA0077.1,SOX9,0.15,4,1.3,42504,3.2,Down,29861.5,0.123967222005471,3,2,13159,11765,Down,0.285470992901536,-0.323484434647457,-0.323884785045569,-0.544438014433223
MA0608.1,Creb3l2,0.06,2,0.7,1305,0.1,Up,31139,0.083190419683172,3,2,13159,987,Up,0.016076345110567,-2.110803471579164,3.250753288817844,1.793812679389293
MA1127.1,FOSB,0.13,0,0,691,0.1,Down,20470.5,0.911427817857815,3,0,13159,488,Down,0.999999999988427,-3.779478612014567,1.944247379913924,0.000000000005026
MA0752.1,ZNF410,0.1,0,0,30,0,Down,19783.5,0.994543799739617,3,0,13159,30,Down,0.999999999979638,-5.780217319217317,5.945724794319424,0.000000000008843
MA1566.1,TBX3,0.01,2,0.7,350,0,Up,32378.5,0.054753558297488,3,2,13159,338,Up,0.001961952308669,-2.883115928767579,4.795378203194676,2.707311553700934
MA0607.1,Bhlha15,0.15,2,0.7,47425,3.6,Down,32837.5,0.046527273771474,3,1,13159,10886,Down,0.079278150966778,-0.747978446145972,-0.948827950380953,-1.100846487613214
MA0657.1,KLF13,0.1,0,0,63,0,Down,19830,0.988905997158383,3,0,13159,61,Down,0.999999999981669,-5.274328735329139,4.93394762654307,0.000000000007961
MA0624.1,NFATC1,0.03,1,0.3,19630,1.5,Down,30809.5,0.09249227530454,3,1,13159,9853,Down,0.157727096679538,-0.819894462172466,-0.804995918327965,-0.8020936907706
MA0839.1,CREB3L1,0.1,1,0.3,107,0,Up,26158.5,0.329257882426388,3,1,13159,106,Up,0.024192486713431,-4.085749927525262,5.726715012377628,1.616319488793349
MA1643.1,NFIB,0.07,0,0,23,0,Down,19767,0.996544390372142,3,0,13159,19,Down,0.999999999988582,-6.102884878567635,6.591059913020061,0.000000000004959
MA1151.1,RORC,0.15,0,0,12263,0.9,Down,31107,0.084059190412689,3,0,13159,7579,Down,0.076296184114811,-1.801642505329205,-2.011424833456799,-1.117497182350786
MA0160.1,NR4A2,0.15,3,1,36526,2.8,Down,30481.5,0.102563519337404,3,1,13159,11913,Down,0.02525080470125,-0.682949889505587,-1.078885063661721,-1.597724777080224
MA0598.3,EHF,0.13,3,1,7746,0.6,Up,28623,0.176975766630365,3,3,13159,5561,Up,0.075519742578672,-0.621279361266895,1.242558722533791,1.121939499070857
MA1493.1,HES6,0.08,0,0,145,0,Down,19950,0.974360073351204,3,0,13159,141,Down,0.999999999980432,-4.673256866582818,3.731803889050428,0.000000000008498
