Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0145.2,Tcfcp2l1,0.04,2,0.1,21,0,Up,12095.5,0.472079113204774,17,2,1292,21,Up,0.034228280481238,-4.358519366278902,3.102328888442595,1.465614917872567
MA0833.2,ATF4,0.05,6,0.4,34,0,Up,14569,0.02053147029259,17,6,1292,34,Up,5.360993263468509E-6,-3.328133703614001,3.798580809620254,5.270754738501291
MA0628.1,POU6F1,0.01,2,0.1,30,0,Up,11500.5,0.73773956997319,17,1,1292,15,Up,0.189714966712649,-4.963036385519616,2.837431738591612,0.721898406041668
MA0442.2,SOX10,0.01,11,0.6,159,0.1,Up,15105.5,0.007745575492702,17,8,1292,137,Up,1.914761790194998E-4,-2.137240466242451,2.190840581095648,3.717885247616368
MA0670.1,NFIA,0.01,17,1,582,0.5,Up,14548.5,0.021264659941658,17,11,1292,428,Up,0.008972468919495,-1.099259115988875,0.987076110201843,2.047088037382055
MA0820.1,FIGLA,0.1,41,2.4,1015,0.8,Up,14863.5,0.012187108329062,17,11,1292,520,Up,0.048322816430302,-0.958957636395417,0.706473151014926,1.315847761380034
MA0004.1,Arnt,0.1,23,1.4,817,0.6,Up,14125,0.042381440256881,17,10,1292,457,Up,0.070738579418671,-1.117643113098549,0.761355037864686,1.150343665991822
MA1466.1,ATF6,0.07,0,0,7,0,Down,11041.5,0.969348663000639,17,0,1292,7,Down,0.999999999999473,-6.279170493269372,2.299774952648812,0.000000000000229
MA0488.1,JUN,0.1,6,0.4,107,0.1,Up,14048,0.047700343356687,17,6,1292,90,Up,8.508835854581294E-4,-2.632472988461483,2.407259379315217,3.070129854312094
MA0741.1,KLF16,0.09,8,0.5,375,0.3,Up,12320.5,0.387365050512936,17,5,1292,230,Up,0.208644298083565,-2.078588511540314,0.81747422646529,0.680593479366748
MA0077.1,SOX9,0.1,24,1.4,516,0.4,Up,16914.5,1.275098226806159E-4,17,13,1292,374,Up,7.82300618618751E-5,-1.080761085762522,1.412731141962048,4.106626326327407
MA0608.1,Creb3l2,0.09,9,0.5,217,0.2,Up,13713.5,0.077730692384995,17,6,1292,128,Up,0.004921245855101,-2.379583657406146,1.901480717204545,2.307924937984291
MA1127.1,FOSB,0.05,1,0.1,32,0,Up,11444,0.765428082089512,17,1,1292,21,Up,0.251686813353394,-4.727002163362005,2.365363294276388,0.599139537879837
MA0752.1,ZNF410,0.01,0,0,2,0,Down,10999,0.991240495978781,17,0,1292,2,Down,0.999999999999744,-7.071651743629951,3.884737453369969,0.000000000000111
MA1566.1,TBX3,0.13,126,7.4,5524,4.3,Up,14541.5,0.021520188294034,17,17,1292,1187,Up,0.38918083236323,-0.061118383548312,0.122236767096624,0.409848557416713
MA0607.1,Bhlha15,0.1,9,0.5,414,0.3,Up,12138,0.455337116153915,17,5,1292,254,Up,0.354194447712106,-2.007139058717136,0.674575320818933,0.45075825101408
MA0657.1,KLF13,0.06,0,0,2,0,Down,10999,0.991240495978781,17,0,1292,2,Down,0.999999999999744,-7.071651743629951,3.884737453369969,0.000000000000111
MA0624.1,NFATC1,0,1,0.1,6,0,Up,11577,0.70079162370368,17,1,1292,6,Up,0.08763610992583,-5.589914681642507,4.091188330837395,1.057316908555899
MA0839.1,CREB3L1,0.14,4,0.2,48,0,Up,13164.5,0.158698469328595,17,4,1292,47,Up,0.00334484578024,-3.362725486187002,2.806734941368695,2.475623901314639
MA1643.1,NFIB,0.09,0,0,8,0,Down,11041.5,0.969348663000639,17,0,1292,7,Down,0.999999999999473,-6.279170493269372,2.299774952648812,0.000000000000229
MA1151.1,RORC,0.06,5,0.3,32,0,Up,13940,0.056096945872344,17,5,1292,32,Up,6.62263833169901E-5,-3.491716075240756,3.643729353866174,4.178968961522069
MA0160.1,NR4A2,0.15,29,1.7,2132,1.7,Up,12129.5,0.458658530664625,17,8,1292,947,Down,0.024673220398922,-0.744893303919235,-0.593853743550784,-1.607774161811308
MA0598.3,EHF,0.07,4,0.2,209,0.2,Up,11972.5,0.522389313879579,17,4,1292,183,Up,0.287603624694809,-2.387835163930869,0.85695429685643,0.541205644801553
MA1493.1,HES6,0.08,2,0.1,19,0,Up,12112.5,0.465341929960101,17,2,1292,19,Up,0.028846937988994,-4.428950634198827,3.243191424282445,1.539900279044084
